node_id,osmid,lon,lat
3918,56108296,-122.4894953,38.3297588
4007,56108491,-122.614217,38.2329856
4039,1067460085,-122.0677887,37.3744888
4049,56108547,-122.8928596,38.4736298
4097,65545833,-121.9636875,37.2595488
4155,1912088277,-121.9144735,37.351421
4176,4655163152,-122.1898225,38.0162884
4224,323495794,-122.1227503,37.4459723
4309,56109063,-122.5651077,38.4299567
4377,2790795395,-121.9919484,37.8228696
4380,2790795398,-121.9927434,37.8228721
4382,2790795403,-121.9941359,37.8228875
4424,1112549605,-122.3788886,37.6034891
4428,1112549615,-122.3792136,37.6031894
4460,56109373,-122.8616063,38.4368468
4476,1350052192,-122.1508195,37.7212697
4494,1350052223,-122.1508926,37.721329
4497,1350052227,-122.1638449,37.7354118
4510,65546644,-121.9795763,37.2281239
4511,678963606,-122.2171499,37.764122
4518,65546651,-121.9835054,37.2306639
4519,65546650,-121.9832841,37.2305249
4520,678963615,-122.2125181,37.7591285
4524,65546658,-121.9877302,37.2332037
4529,65546666,-121.9926746,37.2365239
4533,65546670,-121.9952284,37.2386163
4536,65546676,-121.9962488,37.239449
4537,65546678,-121.9983321,37.2405486
4545,65546686,-122.007414,37.2427638
4548,65546688,-122.0098989,37.2439059
4550,65546690,-122.0170682,37.2480662
4551,65546692,-122.0209071,37.2510303
4553,65546698,-122.0272504,37.2549115
4557,65546706,-122.029175,37.2564366
4561,65546710,-122.0308581,37.2578473
4563,65546712,-122.0315688,37.2583811
4572,65546714,-122.0324452,37.2590403
4635,678963771,-122.2183977,37.7663589
4645,62401100,-122.2516267,38.1277498
4667,62401139,-122.2529742,38.1538811
4689,448801431,-122.0882505,37.388007
4690,448801432,-122.0880878,37.3884501
4763,56109835,-122.6374363,38.4593662
4773,260582180,-122.2780134,37.8270063
4870,65547268,-122.0528575,37.3727956
4887,257436711,-121.9284224,37.6994942
4895,275786806,-122.2709356,37.8524912
4974,56110327,-122.5641701,38.4295571
5012,3974638968,-122.0652319,37.6045374
5048,56110585,-123.0103195,38.4678141
5056,323497482,-122.1166912,37.4430252
5057,323497485,-122.1185552,37.445007
5073,366489149,-122.129043,37.9902595
5132,62402304,-122.0202907,38.2437328
5136,62402312,-122.0205031,38.2466614
5138,65548053,-121.8965254,37.3312578
5140,1080045339,-122.0743706,37.5361536
5148,65548078,-121.9016644,37.343143
5178,62402416,-122.0203627,38.2466643
5185,728248190,-122.250784,37.8131534
5190,254816127,-121.8021598,37.6291532
5198,62402464,-122.1567182,38.2076945
5238,257437682,-121.9116102,37.701628
5306,56111295,-122.5723124,38.2245939
5344,451948851,-122.4336344,37.4700073
5346,451948854,-122.4340157,37.4640966
5349,451948860,-122.4347005,37.4717702
5362,491270475,-122.0731262,37.380351
5477,2459972376,-122.1604909,37.7223985
5478,2459972382,-122.1614286,37.7238189
5479,2459972383,-122.161504,37.7239563
5482,2459972384,-122.162103,37.7248472
5612,3733468241,-122.1679662,37.709913
5617,3733468248,-122.1651534,37.7111852
5618,3733468249,-122.1681902,37.7097888
5629,323499118,-122.1234182,37.4452782
5640,69219487,-122.098253,37.42546
5644,610809020,-122.5104908,37.9616865
5652,69219537,-122.0950204,37.4230243
5707,56112530,-122.5490055,38.4171309
5709,56112546,-122.4774732,38.3048641
5727,249050572,-122.3601428,37.9231522
5738,249050603,-122.3599821,37.9242421
5756,257439244,-121.9040347,37.7014872
5768,276837953,-122.0587535,37.3748701
5771,311440989,-121.9052208,37.3464769
5774,65549938,-121.6354073,37.1349976
5775,276838006,-122.0594181,37.3751766
5777,276838025,-122.0610783,37.3757906
5780,204486285,-122.2186792,37.8347256
5785,257439383,-121.9065567,37.7015484
5836,346044191,-122.7932783,38.5291605
5865,311441260,-121.904116,37.3472442
5927,311441413,-121.9048694,37.3474428
5928,62404614,-122.2550391,38.0981278
5969,62404678,-122.254714,38.1109918
5987,887634021,-122.3302311,37.5320382
6078,2860529993,-121.9969018,37.3515859
6081,56113486,-122.6989956,38.4332386
6082,2860529998,-121.9975956,37.3522074
6086,4175968598,-122.0195117,37.2498662
6088,311441759,-121.9041967,37.3462912
6130,243284443,-122.2890263,37.8268401
6139,90716668,-121.3836084,36.958456
6147,56113678,-122.7719313,38.6397222
6199,311442068,-121.9037939,37.3466488
6238,257440499,-121.9396265,37.698135
6263,56113965,-122.4800539,38.3111665
6276,62405456,-121.8059006,38.2127185
6292,346045298,-122.7903888,38.5259906
6347,56114153,-122.675363,38.4582362
6371,3958389810,-121.5315547,37.7411993
6405,728775817,-122.2655158,37.8233042
6409,580402319,-121.8991912,37.3226444
6429,65551542,-121.5368268,36.9613208
6486,56114474,-123.2755753,38.5337982
6511,610811229,-122.0685814,37.6056732
6570,1935687145,-121.8945467,37.3259874
6581,1935687161,-121.8783279,37.3277437
6611,2322611774,-122.4393421,37.6582739
6630,1260404333,-122.7894127,38.044312
6649,65552014,-121.8446742,37.3596114
6663,1696612039,-121.554616,37.0031642
6673,56114908,-122.6880483,38.4340558
6700,1080573699,-121.9100861,37.4067282
6702,243285770,-122.283131,37.8277841
6719,217595718,-122.1836311,37.784167
6733,56115065,-122.9025534,38.7076664
6753,311443383,-121.8957132,37.3288591
6812,610811997,-122.0650143,37.5981984
6814,610811998,-122.0627377,37.598394
6904,56115556,-122.4830751,38.3162645
6913,4750066037,-122.1804156,37.453858
7002,56115783,-122.459542,38.2884491
7011,56115803,-122.5842957,38.2313055
7034,220218003,-122.0321738,37.3350648
7039,295191216,-122.4246253,37.8012989
7051,220218075,-122.0374623,37.334456
7055,220218084,-122.0374676,37.3342384
7069,412107534,-121.6294037,37.8894409
7072,491275026,-122.0844968,37.3846817
7091,552616787,-122.119619,37.4057389
7092,552616788,-122.1169907,37.4035089
7157,56116158,-122.5084875,38.3399093
7274,121128074,-121.9649309,37.3800521
7278,121128093,-121.9579002,37.3803975
7296,121128141,-121.9641971,37.3816333
7300,121128152,-121.9669163,37.3825768
7305,121128164,-121.9643248,37.3818604
7309,121128172,-121.9635444,37.3816228
7314,121128180,-121.9616278,37.381089
7320,121128186,-121.9606765,37.3813658
7325,121128193,-121.9634158,37.3821542
7327,370689280,-122.0600107,37.926156
7333,121128205,-121.9640231,37.382322
7336,121128212,-121.9674252,37.3832848
7499,276317769,-122.0675304,37.3355406
7567,65554160,-121.9109355,37.3141513
7585,1260406545,-122.8378399,38.4065248
7590,276317974,-122.0646175,37.3336766
7695,249055252,-122.3590164,37.9231052
7698,249055260,-122.3616229,37.9251822
7700,249055264,-122.3617597,37.9252827
7715,4696590409,-121.8151116,37.3853534
7724,311445589,-121.8959161,37.3305517
7775,370690252,-122.0586672,37.9452807
7783,370690309,-122.0588755,37.9447301
7821,3383773556,-122.5875417,38.2331317
7822,3383773558,-122.5935924,38.2346552
7824,321931642,-123.0705919,38.3650168
7828,448809367,-122.0785727,37.3831945
7894,249055797,-122.3877721,37.9296547
7915,204491373,-122.2157132,37.8321376
7987,56117985,-122.8331508,38.4053225
8004,65555210,-122.0835398,37.3864069
8010,56118038,-122.7386221,38.3330472
8011,56118039,-122.649451,38.4643611
8032,370690888,-122.0583388,37.9453828
8034,370690889,-122.0585008,37.9454882
8120,56118327,-123.4855057,38.7372694
8131,370691140,-122.0576173,37.9454619
8132,370691143,-122.0579282,37.9453572
8142,62409812,-122.0315228,38.2446833
8158,56118404,-123.5114134,38.7492876
8171,62409901,-122.0315621,38.2444878
8238,65555795,-121.8235758,37.3767992
8302,62410185,-121.6993488,38.1626123
8303,56118729,-122.7306379,38.4755557
8342,1083723285,-122.1594366,37.437497
8452,56119181,-122.6469174,38.4636128
8520,370692137,-122.0566502,37.9496327
8527,370692176,-122.0532555,37.9571285
8538,370692205,-122.0543804,37.954022
8563,370692260,-122.0545302,37.9544583
8600,3612889356,-122.5237597,37.8801553
8603,3612889361,-122.5241195,37.8807277
8609,3612889367,-122.5258581,37.8816091
8649,370692451,-122.0583806,37.9459834
8654,62411121,-122.25455,38.153894
8661,65556865,-121.8397555,37.250717
8675,3316142486,-121.7448572,37.9572062
8688,3316142529,-121.7368172,37.9339625
8713,220221941,-122.0484001,37.3341106
8757,56119899,-123.0020025,38.5019513
8771,3316142721,-121.7439755,37.947921
8782,3316142740,-121.7416342,37.9429734
8810,56120013,-123.4272911,38.6792899
8851,1344295730,-121.8035079,37.6996416
8876,704664420,-122.4645241,37.6602659
8879,1344295785,-121.8053476,37.698544
8885,157307775,-122.4266694,37.6293435
8921,65557444,-122.0568699,37.3722073
8975,65557609,-122.1219707,37.2585225
9037,1432376649,-122.1531968,37.4315335
9061,2631423354,-122.0716382,37.3798626
9063,2631423358,-122.0728397,37.3804004
9064,2631423361,-122.07302,37.3804759
9066,505959811,-121.822394,38.4631337
9068,2631423369,-122.0718935,37.3815245
9122,207640137,-122.1372286,37.4584064
9124,5261776459,-121.901875,37.3190235
9128,2480952931,-121.9525116,37.5579152
9129,1350063719,-122.0814596,37.6746011
9130,1350063722,-122.0800711,37.6718438
9132,207640173,-122.1394113,37.4598956
9139,207640216,-122.1415733,37.4611508
9141,62412446,-121.8232983,38.3295239
9146,1350063801,-122.0806031,37.6701397
9152,4065351392,-121.6319251,37.132235
9153,4065351394,-121.6306856,37.1327271
9162,207640310,-122.1424925,37.4617063
9190,5334128536,-122.041873,37.3974438
9192,5334128538,-122.0394953,37.3986786
9240,62412869,-121.8224771,38.4505206
9252,1835554902,-121.889777,38.0164875
9253,1835554905,-121.8893607,38.0175195
9261,246438004,-121.8946068,37.326766
9266,56121488,-122.4475727,38.1514935
9328,246438180,-121.8952827,37.3293477
9340,246438202,-121.8963937,37.3288938
9352,246438223,-121.8941806,37.3274616
9372,204495228,-122.2186609,37.8351928
9407,3958397394,-122.1093715,37.6310681
9410,505960915,-121.8224415,38.4672515
9445,249059880,-122.3838767,37.9282659
9459,249059927,-122.3945481,37.9323647
9465,249059935,-122.3958134,37.9325622
9474,243817076,-122.3260479,37.9366288
9480,249059966,-122.4012585,37.9319045
9484,1080056454,-122.1031174,37.4300628
9490,249059991,-122.3886438,37.929795
9491,243817117,-122.324925,37.9398779
9506,249060026,-122.3807313,37.9278093
9509,249060033,-122.383049,37.9284376
9518,249060052,-122.3781276,37.9276527
9674,56122528,-122.7177668,38.4376827
9691,56122558,-122.8326821,38.4053213
9784,56122782,-122.891567,38.4736234
9881,56122973,-122.6578363,38.4649856
9930,318791372,-122.4657321,37.687838
10020,262692853,-121.7444255,37.9615378
10027,2820169731,-122.2664168,37.8545455
10032,2820169738,-122.2654948,37.8554269
10036,56123412,-122.8191004,38.4028976
10040,2820169753,-122.266514,37.8552961
10041,56123418,-122.8228966,38.4023728
10045,2820169758,-122.2645931,37.855546
10055,62414909,-122.2567272,38.0971622
10056,2860539966,-121.9776581,37.3519717
10057,2860539967,-121.9867804,37.3519755
10058,2860539968,-121.9837922,37.3519968
10059,2860539969,-121.9841033,37.3520027
10062,62414911,-122.256689,38.09915
10065,62414919,-122.2566554,38.1011201
10070,243818575,-122.3241224,37.941507
10080,2860539993,-121.9871834,37.3523067
10081,62414937,-122.2564554,38.1100261
10083,2860539996,-121.9833589,37.3523108
10084,2860539997,-121.9781056,37.3523122
10086,2860539995,-121.9771739,37.3523108
10087,2860540000,-121.9781075,37.3524525
10088,2860539999,-121.984603,37.3524519
10090,2860539994,-121.9845447,37.3523082
10094,2860539998,-121.9833533,37.3524519
10098,62414960,-122.256367,38.113944
10152,366502115,-122.1274779,37.4155371
10177,301490478,-122.1815487,37.8800991
10179,301490481,-122.1816509,37.8803571
10258,5351956984,-121.9674218,38.5264666
10259,5351956985,-121.9675046,38.5262742
10314,2099274422,-122.2694429,37.7976369
10355,56124180,-123.4263453,38.6846678
10462,2860540901,-121.977204,37.3524528
10467,2860540917,-121.9841332,37.3527508
10469,2860540919,-121.9776489,37.352993
10471,2860540921,-121.9447104,37.3556167
10472,2860540918,-121.9838165,37.3527851
10476,2860540925,-121.9443896,37.3557602
10505,3957351462,-122.3554188,37.5231236
10516,52978760,-122.2961775,37.838251
10518,52978761,-122.2960375,37.8362631
10521,3972031570,-122.487423,37.6716014
10535,52978797,-122.1144845,37.7040263
10547,52978820,-122.0991991,37.6573682
10554,52978838,-122.1010407,37.6566431
10559,52978858,-122.295329,37.8488451
10562,52978880,-122.300025,37.8489512
10578,52978927,-122.0892751,37.6909672
10590,505963786,-121.8224414,38.4673433
10624,220226948,-122.0684417,37.3862337
10647,704669190,-122.4659055,37.6679415
10656,318793256,-122.4636308,37.6841902
10660,62416431,-122.254831,38.106039
10665,56124989,-122.4820881,38.3149581
10679,52979290,-122.2999147,37.8468919
10701,52979342,-122.2993871,37.8465714
10705,52979349,-122.2979468,37.8442488
10768,872441656,-122.3870099,37.3249947
10771,245917505,-121.9212822,37.3467105
10773,56125260,-122.516715,38.383262
10864,52979749,-122.2978938,37.8400139
10896,52979800,-122.152457,37.7530021
10947,904947981,-122.4721008,37.6476967
10974,62417242,-122.0646678,38.2582168
10975,56125787,-122.7419367,38.4318065
10984,56125809,-122.7693598,38.4289945
11005,3316148661,-121.7437188,37.9434549
11007,3316148664,-121.7439634,37.9436757
11008,3316148665,-121.743725,37.9436787
11042,52980226,-122.1237611,37.7103352
11094,257395021,-122.0070988,37.5323273
11220,1401973679,-122.0098664,37.3521216
11222,3316149169,-121.7409548,37.9434925
11224,3316149177,-121.7397695,37.9402299
11226,3316149179,-121.7429351,37.9468645
11356,65563855,-121.898104,37.4301819
11375,296250601,-121.5867414,37.0119795
11415,1378905422,-122.3021119,37.8260458
11417,1378905424,-122.2939065,37.8286559
11451,65447143,-122.2363642,37.4861385
11508,5334134378,-122.0425586,37.3972393
11512,5334134384,-122.0360663,37.4006582
11516,52981366,-121.8841303,37.6401646
11517,52981365,-121.8838594,37.6394106
11520,52981368,-122.1568802,37.7715208
11523,62418556,-121.8060905,38.1835944
11525,52981373,-122.1081344,37.6663
11539,56127136,-122.489101,38.327516
11607,253259610,-122.412867,37.6341065
11618,52981621,-121.9102544,37.5602494
11619,52981622,-121.9057306,37.5624615
11621,245919608,-121.908322,37.349121
11625,245919614,-121.9192586,37.3479492
11635,1017147285,-122.3019533,38.2968927
11640,1017147294,-122.3034379,38.3020118
11643,3957354404,-122.1333497,37.6866799
11645,3957354407,-122.1332645,37.6869953
11647,253259693,-122.4037194,37.6358419
11649,1017147314,-122.3074177,38.3162697
11677,1017147377,-122.3116691,38.3241257
11679,52981747,-121.9050074,37.561853
11719,52981883,-121.9411657,37.5141764
11724,52981902,-121.9373434,37.5108361
11741,52981962,-121.940805,37.5138016
11743,52981984,-121.9398672,37.5152053
11760,3999297840,-122.4235963,37.6403996
11807,62419336,-122.0663444,38.2375445
11819,52982201,-122.0475952,37.5547934
11820,52982202,-122.0528383,37.5522678
11821,52982204,-122.0549763,37.5499148
11827,52982210,-122.051409,37.5515843
11877,52982317,-121.9387917,37.721415
11878,52982319,-121.9392102,37.7236802
11894,52982359,-122.3081934,37.881359
11897,52982361,-122.3076816,37.8780872
11898,52982363,-122.3056998,37.8725017
11909,52982389,-122.059142,37.5989975
11915,52982404,-122.0620222,37.6004912
11929,52982439,-122.0500015,37.5828263
11954,52982496,-122.133039,37.6866739
11982,56128315,-123.0163877,38.4726592
11993,52982604,-122.1993475,37.7886409
11998,52982613,-122.1962335,37.7865961
12086,1970828317,-122.4073959,37.7379068
12135,3845682292,-122.0227884,38.0092865
12142,52982920,-122.253982,37.7892864
12190,420508884,-122.4759487,37.7618173
12192,420508886,-122.4769774,37.7617561
12215,377517355,-122.4787092,38.3085621
12228,56128851,-122.6342532,38.4581524
12234,5267027290,-122.0670405,37.9172636
12271,4234704292,-122.0294953,37.1987157
12363,52983425,-122.0693235,37.6911878
12417,2322626299,-122.2264194,37.4598945
12418,2322626301,-122.22608,37.4599582
12446,52983587,-122.2979368,37.8270558
12466,52983612,-122.2912157,37.8252337
12484,52983639,-122.3008746,37.8146649
12525,983594909,-122.4173903,37.6298826
12563,56129486,-122.6877079,38.4445145
12566,356022228,-122.0715863,37.8965927
12578,1671460880,-121.9785162,37.5641618
12593,2206234692,-122.5160419,37.8882871
12596,2206234696,-122.5163274,37.8884278
12708,52984138,-122.2127005,37.7590458
12709,52984139,-122.2094826,37.753375
12715,52984162,-122.2075447,37.7541411
12728,52984188,-122.2078677,37.7532784
12785,314079692,-122.4054727,37.7672605
12832,56130055,-123.2794994,38.5376798
12870,436763218,-122.2889204,37.8019072
12908,56130188,-123.0049036,38.5013333
12910,4328028817,-121.8419553,37.253403
12940,1804630728,-122.1823682,37.8792205
12978,52984620,-121.90283,37.7018687
12981,52984643,-121.9260956,37.7004226
12982,52984644,-121.9253376,37.7000494
13004,5334137718,-122.0463333,37.3953112
13005,5334137719,-122.0467504,37.3950184
13015,56130462,-122.922058,38.3172408
13018,52984783,-122.1028595,37.6932957
13019,52984785,-122.1027196,37.6938571
13027,52984805,-122.0634947,37.5434323
13154,56130933,-122.6513986,38.4647661
13183,56130978,-122.6279751,38.4559583
13184,56130983,-122.6226645,38.4534594
13200,56131034,-122.7734954,38.6408517
13202,249069021,-122.3783622,37.9268676
13203,249069022,-122.3783604,37.9276587
13225,56131107,-122.4838975,38.3171766
13231,56131119,-122.6872368,38.4417096
13232,249069108,-122.3856381,37.9291907
13254,249069175,-122.3848359,37.9302051
13255,249069176,-122.384501,37.9296932
13289,62422741,-122.2755744,38.1212014
13292,249069282,-122.3912208,37.9304844
13340,56131444,-122.6259347,38.4549986
13358,56131471,-122.8582518,38.6959466
13397,62423080,-121.8237851,38.4455864
13484,52986119,-122.2687462,37.7964012
13490,52986125,-122.2691037,37.7958186
13495,632848663,-122.2483622,37.4300074
13516,1626374465,-122.1409092,37.4590194
13522,52986182,-121.9270008,37.499095
13528,52986200,-121.9227682,37.4955114
13531,52986205,-121.9231706,37.4958689
13537,599818605,-122.0661391,37.6069406
13574,4885873167,-122.4454083,38.244968
13575,4885873169,-122.4463013,38.2448818
13576,1626374674,-122.1409681,37.4588753
13577,4885873171,-122.4481593,38.2446253
13583,1626374686,-122.1410673,37.4590462
13594,52986424,-121.5912399,37.7396912
13599,52986440,-121.5856271,37.7411247
13603,52986454,-121.5806941,37.7413965
13604,56132185,-123.0799671,38.3798677
13606,52986461,-121.92492,37.5409118
13618,52986493,-121.8620029,37.5964977
13629,52986512,-121.8736165,37.5836634
13634,52986519,-121.8693587,37.5878108
13659,52986575,-122.2750181,37.7981188
13674,52986620,-122.1875697,37.7845556
13677,52986628,-122.1924509,37.7849556
13734,52986726,-121.9210132,37.5979708
13757,3221259148,-122.1013689,37.9925723
13762,52986774,-122.2541441,37.8186439
13764,3221259160,-122.1008006,37.992407
13769,56132515,-122.4760855,38.3026954
13771,56132522,-122.4775738,38.3051901
13772,56132524,-122.4777374,38.3057387
13775,56132527,-122.4780884,38.3070447
13776,56132529,-122.479368,38.309835
13778,56132538,-122.481051,38.3129877
13779,56132543,-122.4843138,38.3177024
13783,56132554,-122.4873323,38.3229446
13784,52986827,-121.822845,37.7008709
13785,56132556,-122.4877119,38.3241851
13794,1299219434,-121.9289013,37.537829
13797,56132600,-122.4954231,38.3408481
13801,56132615,-122.4988034,38.3491755
13830,281576535,-122.3873108,37.5984495
13832,56132696,-122.5446617,38.4120715
13834,56132699,-122.5451689,38.4130757
13837,56132707,-122.547444,38.415604
13840,56132711,-122.550551,38.418697
13842,56132713,-122.552639,38.420757
13843,52986986,-122.1386491,37.690618
13845,56132716,-122.556224,38.424366
13848,52986992,-122.1404679,37.6920143
13849,56132725,-122.560893,38.428111
13851,52987003,-122.138204,37.6921274
