agent_id,origin_nid,destin_nid,hour,quarter
4527,649,649,0,0
4528,685,685,0,0
4529,1041,1041,0,0
4530,619,619,0,0
4531,669,669,0,0
4532,1035,1035,0,0
4533,1037,1037,0,0
4534,1035,1035,0,0
4535,389,389,0,0
4536,389,389,0,0
4537,1037,1037,0,0
4538,1037,1037,0,0
4539,1037,1037,0,0
4540,1034,1034,0,0
4541,1034,1034,0,0
4542,1034,1034,0,0
4543,1034,1034,0,0
4544,1032,1032,0,0
4545,1036,1036,0,0
4546,1682,1682,0,0
4547,479,479,0,0
4548,1032,1032,0,0
4549,1032,1032,0,0
4550,1032,1032,0,0
4551,479,479,0,0
4552,479,479,0,0
4553,479,479,0,0
4554,1037,1037,0,0
4555,60,60,0,0
4556,1547,1547,0,0
4557,1166,1166,0,0
4558,1166,1166,0,0
4559,687,687,0,0
4560,687,687,0,0
4561,1166,1166,0,0
4562,1166,1166,0,0
4563,1166,1166,0,0
4564,738,738,0,0
4565,1042,1042,0,0
4566,181,181,0,0
4567,450,450,0,0
4568,649,649,0,0
4569,649,649,0,0
4570,1473,1473,0,0
4571,1473,1473,0,0
4572,1473,1473,0,0
4573,685,685,0,0
4574,451,451,0,0
4575,451,451,0,0
4576,451,451,0,0
4577,649,649,0,0
4578,685,685,0,0
4579,1473,1473,0,0
4580,685,685,0,0
4581,685,685,0,0
4582,451,451,0,0
4583,685,685,0,0
4584,451,451,0,0
4585,450,450,0,0
4586,451,451,0,0
4587,451,451,0,0
4588,451,451,0,0
4589,452,452,0,0
4590,451,451,0,0
4591,685,685,0,0
4592,521,521,0,0
4593,521,521,0,0
4594,451,451,0,0
4595,452,452,0,0
4596,452,452,0,0
4597,521,521,0,0
4598,452,452,0,0
4599,425,425,0,0
4600,424,424,0,0
4601,424,424,0,0
4602,451,451,0,0
4603,452,452,0,0
4604,451,451,0,0
4605,452,452,0,0
4606,452,452,0,0
4607,451,451,0,0
4608,451,451,0,0
4609,452,452,0,0
4610,425,425,0,0
4611,425,425,0,0
4612,425,425,0,0
4613,425,425,0,0
4614,451,451,0,0
4615,450,450,0,0
4616,450,450,0,0
4617,450,450,0,0
4618,450,450,0,0
4619,451,451,0,0
4620,424,424,0,0
4621,424,424,0,0
4622,450,450,0,0
4623,423,423,0,0
4624,424,424,0,0
4625,423,423,0,0
4626,640,640,0,0
4627,425,425,0,0
4628,640,640,0,0
4629,424,424,0,0
4630,425,425,0,0
4631,640,640,0,0
4632,520,520,0,0
4633,520,520,0,0
4634,424,424,0,0
4635,424,424,0,0
4636,425,425,0,0
4637,424,424,0,0
4638,425,425,0,0
4639,520,520,0,0
4640,520,520,0,0
4641,520,520,0,0
4642,520,520,0,0
4643,640,640,0,0
4644,640,640,0,0
4645,640,640,0,0
4646,424,424,0,0
4647,423,423,0,0
4648,424,424,0,0
4649,423,423,0,0
4650,423,423,0,0
4651,423,423,0,0
4652,423,423,0,0
4653,424,424,0,0
4654,423,423,0,0
4655,639,639,0,0
4656,640,640,0,0
4657,639,639,0,0
4658,424,424,0,0
4659,639,639,0,0
4660,639,639,0,0
4661,640,640,0,0
4662,639,639,0,0
4663,639,639,0,0
4664,648,648,0,0
4665,656,656,0,0
4666,648,648,0,0
4667,648,648,0,0
4668,656,656,0,0
4669,656,656,0,0
4670,640,640,0,0
4671,639,639,0,0
4672,640,640,0,0
4673,639,639,0,0
4674,639,639,0,0
4675,656,656,0,0
4676,656,656,0,0
4677,656,656,0,0
4678,520,520,0,0
4679,656,656,0,0
4680,519,519,0,0
4681,519,519,0,0
4682,640,640,0,0
4683,640,640,0,0
4684,520,520,0,0
4685,640,640,0,0
4686,640,640,0,0
4687,519,519,0,0
4688,520,520,0,0
4689,640,640,0,0
4690,520,520,0,0
4691,519,519,0,0
4692,519,519,0,0
4693,353,353,0,0
4694,656,656,0,0
4695,648,648,0,0
4696,354,354,0,0
4697,353,353,0,0
4698,354,354,0,0
4699,648,648,0,0
4700,656,656,0,0
4701,648,648,0,0
4702,656,656,0,0
4703,353,353,0,0
4704,354,354,0,0
4705,648,648,0,0
4706,648,648,0,0
4707,353,353,0,0
4708,354,354,0,0
4709,353,353,0,0
4710,355,355,0,0
4711,519,519,0,0
4712,354,354,0,0
4713,656,656,0,0
4714,355,355,0,0
4715,656,656,0,0
4716,519,519,0,0
4717,354,354,0,0
4718,519,519,0,0
4719,355,355,0,0
4720,656,656,0,0
4721,656,656,0,0
4722,519,519,0,0
4723,656,656,0,0
4724,519,519,0,0
4725,354,354,0,0
4726,355,355,0,0
4727,354,354,0,0
4728,355,355,0,0
4729,354,354,0,0
4730,647,647,0,0
4731,353,353,0,0
4732,353,353,0,0
4733,354,354,0,0
4734,518,518,0,0
4735,354,354,0,0
4736,354,354,0,0
4737,353,353,0,0
4738,518,518,0,0
4739,353,353,0,0
4740,353,353,0,0
4741,354,354,0,0
4742,647,647,0,0
4743,647,647,0,0
4744,355,355,0,0
4745,647,647,0,0
4746,647,647,0,0
4747,647,647,0,0
4748,518,518,0,0
4749,647,647,0,0
4750,518,518,0,0
4751,518,518,0,0
4752,518,518,0,0
4753,518,518,0,0
4754,647,647,0,0
4755,647,647,0,0
4756,647,647,0,0
4757,647,647,0,0
4758,647,647,0,0
4759,647,647,0,0
4760,647,647,0,0
4761,647,647,0,0
4762,647,647,0,0
4763,647,647,0,0
4764,647,647,0,0
4765,647,647,0,0
4766,647,647,0,0
4767,647,647,0,0
4768,647,647,0,0
4769,647,647,0,0
4770,647,647,0,0
4771,647,647,0,0
4772,647,647,0,0
4773,647,647,0,0
4774,647,647,0,0
4775,647,647,0,0
4776,647,647,0,0
4777,647,647,0,0
4778,105,105,0,0
4779,104,104,0,0
4780,518,518,0,0
4781,104,104,0,0
4782,518,518,0,0
4783,104,104,0,0
4784,104,104,0,0
4785,104,104,0,0
4786,647,647,0,0
4787,647,647,0,0
4788,518,518,0,0
4789,104,104,0,0
4790,518,518,0,0
4791,105,105,0,0
4792,105,105,0,0
4793,518,518,0,0
4794,105,105,0,0
4795,105,105,0,0
4796,105,105,0,0
4797,517,517,0,0
4798,517,517,0,0
4799,105,105,0,0
4800,646,646,0,0
4801,646,646,0,0
4802,104,104,0,0
4803,646,646,0,0
4804,105,105,0,0
4805,517,517,0,0
4806,517,517,0,0
4807,104,104,0,0
4808,104,104,0,0
4809,104,104,0,0
4810,104,104,0,0
4811,104,104,0,0
4812,517,517,0,0
4813,104,104,0,0
4814,104,104,0,0
4815,105,105,0,0
4816,105,105,0,0
4817,646,646,0,0
4818,646,646,0,0
4819,105,105,0,0
4820,646,646,0,0
4821,517,517,0,0
4822,517,517,0,0
4823,105,105,0,0
4824,468,468,0,0
4825,468,468,0,0
4826,468,468,0,0
4827,517,517,0,0
4828,646,646,0,0
4829,646,646,0,0
4830,468,468,0,0
4831,646,646,0,0
4832,646,646,0,0
4833,646,646,0,0
4834,467,467,0,0
4835,517,517,0,0
4836,646,646,0,0
4837,517,517,0,0
4838,467,467,0,0
4839,467,467,0,0
4840,517,517,0,0
4841,467,467,0,0
4842,467,467,0,0
4843,467,467,0,0
4844,468,468,0,0
4845,517,517,0,0
4846,468,468,0,0
4847,468,468,0,0
4848,467,467,0,0
4849,468,468,0,0
4850,2031,2031,0,0
4851,516,516,0,0
4852,2031,2031,0,0
4853,468,468,0,0
4854,2031,2031,0,0
4855,468,468,0,0
4856,2031,2031,0,0
4857,2031,2031,0,0
4858,467,467,0,0
4859,467,467,0,0
4860,467,467,0,0
4861,2031,2031,0,0
4862,468,468,0,0
4863,516,516,0,0
4864,516,516,0,0
4865,467,467,0,0
4866,467,467,0,0
4867,2031,2031,0,0
4868,468,468,0,0
4869,516,516,0,0
4870,516,516,0,0
4871,516,516,0,0
4872,490,490,0,0
4873,490,490,0,0
4874,516,516,0,0
4875,645,645,0,0
4876,645,645,0,0
4877,490,490,0,0
4878,645,645,0,0
4879,645,645,0,0
4880,645,645,0,0
4881,645,645,0,0
4882,516,516,0,0
4883,516,516,0,0
4884,489,489,0,0
4885,516,516,0,0
4886,489,489,0,0
4887,516,516,0,0
4888,489,489,0,0
4889,489,489,0,0
4890,490,490,0,0
4891,490,490,0,0
4892,516,516,0,0
4893,490,490,0,0
4894,490,490,0,0
4895,614,614,0,0
4896,614,614,0,0
4897,614,614,0,0
4898,491,491,0,0
4899,516,516,0,0
4900,516,516,0,0
4901,516,516,0,0
4902,614,614,0,0
4903,490,490,0,0
4904,491,491,0,0
4905,491,491,0,0
4906,490,490,0,0
4907,491,491,0,0
4908,468,468,0,0
4909,614,614,0,0
4910,517,517,0,0
4911,469,469,0,0
4912,469,469,0,0
4913,517,517,0,0
4914,615,615,0,0
4915,105,105,0,0
4916,615,615,0,0
4917,615,615,0,0
4918,106,106,0,0
4919,517,517,0,0
4920,105,105,0,0
4921,106,106,0,0
4922,615,615,0,0
4923,517,517,0,0
4924,517,517,0,0
4925,615,615,0,0
4926,615,615,0,0
4927,106,106,0,0
4928,105,105,0,0
4929,518,518,0,0
4930,518,518,0,0
4931,616,616,0,0
4932,518,518,0,0
4933,105,105,0,0
4934,106,106,0,0
4935,106,106,0,0
4936,106,106,0,0
4937,106,106,0,0
4938,355,355,0,0
4939,355,355,0,0
4940,355,355,0,0
4941,616,616,0,0
4942,518,518,0,0
4943,616,616,0,0
4944,518,518,0,0
4945,616,616,0,0
4946,616,616,0,0
4947,355,355,0,0
4948,356,356,0,0
4949,518,518,0,0
4950,1674,1674,0,0
4951,616,616,0,0
4952,616,616,0,0
4953,616,616,0,0
4954,519,519,0,0
4955,255,255,0,0
4956,356,356,0,0
4957,355,355,0,0
4958,356,356,0,0
4959,355,355,0,0
4960,519,519,0,0
4961,519,519,0,0
4962,355,355,0,0
4963,617,617,0,0
4964,255,255,0,0
4965,519,519,0,0
4966,519,519,0,0
4967,355,355,0,0
4968,356,356,0,0
4969,356,356,0,0
4970,520,520,0,0
4971,617,617,0,0
4972,519,519,0,0
4973,618,618,0,0
4974,520,520,0,0
4975,618,618,0,0
4976,519,519,0,0
4977,617,617,0,0
4978,520,520,0,0
4979,520,520,0,0
4980,618,618,0,0
4981,520,520,0,0
4982,520,520,0,0
4983,617,617,0,0
4984,425,425,0,0
4985,426,426,0,0
4986,425,425,0,0
4987,618,618,0,0
4988,520,520,0,0
4989,618,618,0,0
4990,618,618,0,0
4991,618,618,0,0
4992,520,520,0,0
4993,425,425,0,0
4994,426,426,0,0
4995,425,425,0,0
4996,426,426,0,0
4997,618,618,0,0
4998,520,520,0,0
4999,426,426,0,0
5000,453,453,0,0
5001,452,452,0,0
5002,452,452,0,0
5003,453,453,0,0
5004,452,452,0,0
5005,453,453,0,0
5006,452,452,0,0
5007,453,453,0,0
5008,453,453,0,0
5009,425,425,0,0
5010,426,426,0,0
5011,425,425,0,0
5012,425,425,0,0
5013,426,426,0,0
5014,426,426,0,0
5015,521,521,0,0
5016,521,521,0,0
5017,521,521,0,0
5018,619,619,0,0
5019,453,453,0,0
5020,619,619,0,0
5021,521,521,0,0
5022,619,619,0,0
5023,453,453,0,0
5024,452,452,0,0
5025,619,619,0,0
5026,452,452,0,0
5027,453,453,0,0
5028,452,452,0,0
5029,453,453,0,0
5030,452,452,0,0
5031,452,452,0,0
5032,453,453,0,0
5033,1629,1629,0,0
5034,1629,1629,0,0
5035,60,60,0,0
5036,59,59,0,0
5037,1629,1629,0,0
5038,60,60,0,0
5039,1629,1629,0,0
5040,1629,1629,0,0
5041,1629,1629,0,0
5042,453,453,0,0
5043,60,60,0,0
5044,619,619,0,0
5045,619,619,0,0
5046,1629,1629,0,0
5047,619,619,0,0
5048,1629,1629,0,0
5049,1629,1629,0,0
5050,1629,1629,0,0
5051,60,60,0,0
5052,1629,1629,0,0
5053,1629,1629,0,0
5054,1629,1629,0,0
5055,59,59,0,0
5056,59,59,0,0
5057,454,454,0,0
5058,454,454,0,0
5059,454,454,0,0
5060,454,454,0,0
5061,669,669,0,0
5062,59,59,0,0
5063,669,669,0,0
5064,454,454,0,0
5065,60,60,0,0
5066,60,60,0,0
5067,669,669,0,0
5068,669,669,0,0
5069,59,59,0,0
5070,59,59,0,0
5071,59,59,0,0
5072,669,669,0,0
5073,59,59,0,0
5074,59,59,0,0
5075,59,59,0,0
5076,669,669,0,0
5077,454,454,0,0
5078,454,454,0,0
5079,59,59,0,0
5080,59,59,0,0
5081,59,59,0,0
5082,427,427,0,0
5083,427,427,0,0
5084,454,454,0,0
5085,58,58,0,0
5086,427,427,0,0
5087,58,58,0,0
5088,454,454,0,0
5089,454,454,0,0
5090,58,58,0,0
5091,454,454,0,0
5092,59,59,0,0
5093,59,59,0,0
5094,454,454,0,0
5095,58,58,0,0
5096,427,427,0,0
5097,454,454,0,0
5098,427,427,0,0
5099,427,427,0,0
5100,426,426,0,0
5101,426,426,0,0
5102,426,426,0,0
5103,59,59,0,0
5104,426,426,0,0
5105,59,59,0,0
5106,58,58,0,0
5107,453,453,0,0
5108,1628,1628,0,0
5109,1628,1628,0,0
5110,1628,1628,0,0
5111,58,58,0,0
5112,1628,1628,0,0
5113,58,58,0,0
5114,453,453,0,0
5115,1628,1628,0,0
5116,453,453,0,0
5117,1628,1628,0,0
5118,453,453,0,0
5119,1628,1628,0,0
5120,453,453,0,0
5121,1628,1628,0,0
5122,58,58,0,0
5123,58,58,0,0
5124,59,59,0,0
5125,618,618,0,0
5126,58,58,0,0
5127,58,58,0,0
5128,426,426,0,0
5129,58,58,0,0
5130,618,618,0,0
5131,58,58,0,0
5132,426,426,0,0
5133,58,58,0,0
5134,618,618,0,0
5135,426,426,0,0
5136,426,426,0,0
5137,426,426,0,0
5138,58,58,0,0
5139,426,426,0,0
5140,426,426,0,0
5141,58,58,0,0
5142,58,58,0,0
5143,618,618,0,0
5144,58,58,0,0
5145,58,58,0,0
5146,618,618,0,0
5147,618,618,0,0
5148,618,618,0,0
5149,58,58,0,0
5150,641,641,0,0
5151,427,427,0,0
5152,427,427,0,0
5153,58,58,0,0
5154,58,58,0,0
5155,641,641,0,0
5156,641,641,0,0
5157,641,641,0,0
5158,427,427,0,0
5159,58,58,0,0
5160,58,58,0,0
5161,641,641,0,0
5162,58,58,0,0
5163,58,58,0,0
5164,58,58,0,0
5165,427,427,0,0
5166,58,58,0,0
5167,58,58,0,0
5168,427,427,0,0
5169,641,641,0,0
5170,641,641,0,0
5171,1984,1984,0,0
5172,657,657,0,0
5173,1466,1466,0,0
5174,618,618,0,0
5175,1466,1466,0,0
5176,1466,1466,0,0
5177,641,641,0,0
5178,1466,1466,0,0
5179,1722,1722,0,0
5180,1984,1984,0,0
5181,1466,1466,0,0
5182,1480,1480,0,0
5183,1480,1480,0,0
5184,254,254,0,0
5185,254,254,0,0
5186,254,254,0,0
5187,1722,1722,0,0
5188,254,254,0,0
5189,1984,1984,0,0
5190,618,618,0,0
5191,641,641,0,0
5192,1466,1466,0,0
5193,1984,1984,0,0
5194,1722,1722,0,0
5195,1722,1722,0,0
5196,1984,1984,0,0
5197,641,641,0,0
5198,618,618,0,0
5199,618,618,0,0
5200,1722,1722,0,0
5201,1722,1722,0,0
5202,254,254,0,0
5203,1480,1480,0,0
5204,1722,1722,0,0
5205,1466,1466,0,0
5206,1480,1480,0,0
5207,1466,1466,0,0
5208,641,641,0,0
5209,1984,1984,0,0
5210,641,641,0,0
5211,1984,1984,0,0
5212,1466,1466,0,0
5213,641,641,0,0
5214,657,657,0,0
5215,657,657,0,0
5216,254,254,0,0
5217,255,255,0,0
5218,255,255,0,0
5219,1671,1671,0,0
5220,357,357,0,0
5221,1465,1465,0,0
5222,1465,1465,0,0
5223,357,357,0,0
5224,1058,1058,0,0
5225,1465,1465,0,0
5226,1672,1672,0,0
5227,1465,1465,0,0
5228,255,255,0,0
5229,254,254,0,0
5230,255,255,0,0
5231,254,254,0,0
5232,255,255,0,0
5233,255,255,0,0
5234,1984,1984,0,0
5235,1671,1671,0,0
5236,1465,1465,0,0
5237,1466,1466,0,0
5238,657,657,0,0
5239,1672,1672,0,0
5240,1465,1465,0,0
5241,1672,1672,0,0
5242,1465,1465,0,0
5243,1671,1671,0,0
5244,1671,1671,0,0
5245,1674,1674,0,0
5246,1673,1673,0,0
5247,1673,1673,0,0
5248,668,668,0,0
5249,1057,1057,0,0
5250,668,668,0,0
5251,1673,1673,0,0
5252,1674,1674,0,0
5253,668,668,0,0
5254,1057,1057,0,0
5255,1674,1674,0,0
5256,356,356,0,0
5257,356,356,0,0
5258,1057,1057,0,0
5259,1057,1057,0,0
5260,1674,1674,0,0
5261,1057,1057,0,0
5262,1673,1673,0,0
5263,1674,1674,0,0
5264,1674,1674,0,0
5265,1464,1464,0,0
5266,1674,1674,0,0
5267,1674,1674,0,0
5268,1464,1464,0,0
5269,1674,1674,0,0
5270,1464,1464,0,0
5271,1674,1674,0,0
5272,357,357,0,0
5273,668,668,0,0
5274,1673,1673,0,0
5275,357,357,0,0
5276,1673,1673,0,0
5277,357,357,0,0
5278,668,668,0,0
5279,357,357,0,0
5280,668,668,0,0
5281,357,357,0,0
5282,668,668,0,0
5283,668,668,0,0
5284,2027,2027,0,0
5285,616,616,0,0
5286,616,616,0,0
5287,616,616,0,0
5288,616,616,0,0
5289,616,616,0,0
5290,616,616,0,0
5291,616,616,0,0
5292,616,616,0,0
5293,616,616,0,0
5294,616,616,0,0
5295,616,616,0,0
5296,668,668,0,0
5297,107,107,0,0
5298,107,107,0,0
5299,2027,2027,0,0
5300,668,668,0,0
5301,107,107,0,0
5302,668,668,0,0
5303,616,616,0,0
5304,107,107,0,0
5305,107,107,0,0
5306,2027,2027,0,0
5307,2027,2027,0,0
5308,2027,2027,0,0
5309,668,668,0,0
5310,107,107,0,0
5311,107,107,0,0
5312,616,616,0,0
5313,2027,2027,0,0
5314,107,107,0,0
5315,668,668,0,0
5316,2027,2027,0,0
5317,2027,2027,0,0
5318,2027,2027,0,0
5319,106,106,0,0
5320,2027,2027,0,0
5321,2027,2027,0,0
5322,2027,2027,0,0
5323,668,668,0,0
5324,2027,2027,0,0
5325,668,668,0,0
5326,2027,2027,0,0
5327,107,107,0,0
5328,668,668,0,0
5329,107,107,0,0
5330,107,107,0,0
5331,107,107,0,0
5332,667,667,0,0
5333,667,667,0,0
5334,667,667,0,0
5335,667,667,0,0
5336,667,667,0,0
5337,667,667,0,0
5338,667,667,0,0
5339,615,615,0,0
5340,615,615,0,0
5341,615,615,0,0
5342,615,615,0,0
5343,107,107,0,0
5344,667,667,0,0
5345,106,106,0,0
5346,107,107,0,0
5347,106,106,0,0
5348,106,106,0,0
5349,106,106,0,0
5350,106,106,0,0
5351,667,667,0,0
5352,107,107,0,0
5353,106,106,0,0
5354,107,107,0,0
5355,106,106,0,0
5356,107,107,0,0
5357,667,667,0,0
5358,106,106,0,0
5359,107,107,0,0
5360,106,106,0,0
5361,106,106,0,0
5362,106,106,0,0
5363,106,106,0,0
5364,106,106,0,0
5365,106,106,0,0
5366,615,615,0,0
5367,667,667,0,0
5368,615,615,0,0
5369,615,615,0,0
5370,667,667,0,0
5371,615,615,0,0
5372,106,106,0,0
5373,107,107,0,0
5374,107,107,0,0
5375,667,667,0,0
5376,667,667,0,0
5377,667,667,0,0
5378,667,667,0,0
5379,615,615,0,0
5380,615,615,0,0
5381,615,615,0,0
5382,469,469,0,0
5383,615,615,0,0
5384,470,470,0,0
5385,667,667,0,0
5386,615,615,0,0
5387,615,615,0,0
5388,470,470,0,0
5389,615,615,0,0
5390,615,615,0,0
5391,615,615,0,0
5392,470,470,0,0
5393,615,615,0,0
5394,470,470,0,0
5395,470,470,0,0
5396,615,615,0,0
5397,469,469,0,0
5398,615,615,0,0
5399,667,667,0,0
5400,470,470,0,0
5401,469,469,0,0
5402,469,469,0,0
5403,469,469,0,0
5404,615,615,0,0
5405,469,469,0,0
5406,470,470,0,0
5407,469,469,0,0
5408,470,470,0,0
5409,470,470,0,0
5410,469,469,0,0
5411,667,667,0,0
5412,615,615,0,0
5413,667,667,0,0
5414,470,470,0,0
5415,667,667,0,0
5416,470,470,0,0
5417,667,667,0,0
5418,667,667,0,0
5419,470,470,0,0
5420,667,667,0,0
5421,667,667,0,0
5422,470,470,0,0
5423,470,470,0,0
5424,1114,1114,0,0
5425,662,662,0,0
5426,614,614,0,0
5427,662,662,0,0
5428,470,470,0,0
5429,470,470,0,0
5430,1114,1114,0,0
5431,470,470,0,0
5432,662,662,0,0
5433,469,469,0,0
5434,614,614,0,0
5435,614,614,0,0
5436,469,469,0,0
5437,662,662,0,0
5438,469,469,0,0
5439,469,469,0,0
5440,469,469,0,0
5441,469,469,0,0
5442,614,614,0,0
5443,469,469,0,0
5444,614,614,0,0
5445,662,662,0,0
5446,614,614,0,0
5447,470,470,0,0
5448,469,469,0,0
5449,470,470,0,0
5450,1114,1114,0,0
5451,470,470,0,0
5452,662,662,0,0
5453,662,662,0,0
5454,662,662,0,0
5455,470,470,0,0
5456,662,662,0,0
5457,470,470,0,0
5458,662,662,0,0
5459,662,662,0,0
5460,662,662,0,0
5461,492,492,0,0
5462,492,492,0,0
5463,492,492,0,0
5464,614,614,0,0
5465,1116,1116,0,0
5466,1114,1114,0,0
5467,662,662,0,0
5468,1114,1114,0,0
5469,491,491,0,0
5470,1116,1116,0,0
5471,1114,1114,0,0
5472,614,614,0,0
5473,662,662,0,0
5474,1116,1116,0,0
5475,1116,1116,0,0
5476,1116,1116,0,0
5477,1116,1116,0,0
5478,492,492,0,0
5479,1114,1114,0,0
5480,1114,1114,0,0
5481,491,491,0,0
5482,662,662,0,0
5483,1114,1114,0,0
5484,662,662,0,0
5485,1116,1116,0,0
5486,614,614,0,0
5487,1114,1114,0,0
5488,491,491,0,0
5489,491,491,0,0
5490,1114,1114,0,0
5491,614,614,0,0
5492,614,614,0,0
5493,614,614,0,0
5494,1114,1114,0,0
5495,1114,1114,0,0
5496,491,491,0,0
5497,1116,1116,0,0
5498,491,491,0,0
5499,1114,1114,0,0
5500,1114,1114,0,0
5501,1116,1116,0,0
5502,1116,1116,0,0
5503,1114,1114,0,0
5504,492,492,0,0
5505,492,492,0,0
5506,1678,1678,0,0
5507,1678,1678,0,0
5508,662,662,0,0
5509,662,662,0,0
5510,662,662,0,0
5511,1678,1678,0,0
5512,1678,1678,0,0
5513,492,492,0,0
5514,1678,1678,0,0
5515,1678,1678,0,0
5516,492,492,0,0
5517,1678,1678,0,0
5518,662,662,0,0
5519,492,492,0,0
5520,1678,1678,0,0
5521,662,662,0,0
5522,662,662,0,0
5523,663,663,0,0
5524,1678,1678,0,0
5525,663,663,0,0
5526,1678,1678,0,0
5527,1678,1678,0,0
5528,492,492,0,0
5529,1678,1678,0,0
5530,1678,1678,0,0
5531,1678,1678,0,0
5532,1678,1678,0,0
5533,663,663,0,0
5534,1678,1678,0,0
5535,1678,1678,0,0
5536,663,663,0,0
5537,1678,1678,0,0
5538,663,663,0,0
5539,493,493,0,0
5540,663,663,0,0
5541,493,493,0,0
5542,663,663,0,0
5543,493,493,0,0
5544,493,493,0,0
5545,493,493,0,0
5546,493,493,0,0
5547,1723,1723,0,0
5548,1724,1724,0,0
5549,1630,1630,0,0
5550,1723,1723,0,0
5551,1723,1723,0,0
5552,662,662,0,0
5553,662,662,0,0
5554,1723,1723,0,0
5555,1724,1724,0,0
5556,1723,1723,0,0
5557,1630,1630,0,0
5558,471,471,0,0
5559,1630,1630,0,0
5560,1723,1723,0,0
5561,1630,1630,0,0
5562,1630,1630,0,0
5563,663,663,0,0
5564,1630,1630,0,0
5565,1723,1723,0,0
5566,1723,1723,0,0
5567,1630,1630,0,0
5568,1723,1723,0,0
5569,470,470,0,0
5570,1723,1723,0,0
5571,1723,1723,0,0
5572,1630,1630,0,0
5573,1723,1723,0,0
5574,1723,1723,0,0
5575,1723,1723,0,0
5576,1723,1723,0,0
5577,1724,1724,0,0
5578,663,663,0,0
5579,1723,1723,0,0
5580,1630,1630,0,0
5581,471,471,0,0
5582,1630,1630,0,0
5583,1630,1630,0,0
5584,471,471,0,0
5585,663,663,0,0
5586,663,663,0,0
5587,663,663,0,0
5588,663,663,0,0
5589,1724,1724,0,0
5590,1631,1631,0,0
5591,667,667,0,0
5592,470,470,0,0
5593,1724,1724,0,0
5594,1631,1631,0,0
5595,1630,1630,0,0
5596,1631,1631,0,0
5597,667,667,0,0
5598,1631,1631,0,0
5599,1724,1724,0,0
5600,1631,1631,0,0
5601,1724,1724,0,0
5602,667,667,0,0
5603,1631,1631,0,0
5604,471,471,0,0
5605,667,667,0,0
5606,1631,1631,0,0
5607,677,677,0,0
5608,667,667,0,0
5609,1724,1724,0,0
5610,1724,1724,0,0
5611,471,471,0,0
5612,471,471,0,0
5613,1631,1631,0,0
5614,470,470,0,0
5615,1724,1724,0,0
5616,1631,1631,0,0
5617,1724,1724,0,0
5618,1631,1631,0,0
5619,1724,1724,0,0
5620,1724,1724,0,0
5621,1724,1724,0,0
5622,1631,1631,0,0
5623,1724,1724,0,0
5624,1724,1724,0,0
5625,1631,1631,0,0
5626,1631,1631,0,0
5627,1631,1631,0,0
5628,1630,1630,0,0
5629,1631,1631,0,0
5630,1631,1631,0,0
5631,677,677,0,0
5632,1631,1631,0,0
5633,1649,1649,0,0
5634,108,108,0,0
5635,107,107,0,0
5636,677,677,0,0
5637,667,667,0,0
5638,108,108,0,0
5639,1631,1631,0,0
5640,677,677,0,0
5641,677,677,0,0
5642,108,108,0,0
5643,1649,1649,0,0
5644,108,108,0,0
5645,1649,1649,0,0
5646,108,108,0,0
5647,1649,1649,0,0
5648,108,108,0,0
5649,108,108,0,0
5650,1631,1631,0,0
5651,1649,1649,0,0
5652,1649,1649,0,0
5653,1649,1649,0,0
5654,1649,1649,0,0
5655,1649,1649,0,0
5656,667,667,0,0
5657,667,667,0,0
5658,1649,1649,0,0
5659,667,667,0,0
5660,667,667,0,0
5661,1649,1649,0,0
5662,1649,1649,0,0
5663,667,667,0,0
5664,1649,1649,0,0
5665,1649,1649,0,0
5666,1649,1649,0,0
5667,1649,1649,0,0
5668,1649,1649,0,0
5669,677,677,0,0
5670,1631,1631,0,0
5671,1649,1649,0,0
5672,108,108,0,0
5673,108,108,0,0
5674,1631,1631,0,0
5675,108,108,0,0
5676,1631,1631,0,0
5677,108,108,0,0
5678,677,677,0,0
5679,677,677,0,0
5680,677,677,0,0
5681,677,677,0,0
5682,677,677,0,0
5683,108,108,0,0
5684,108,108,0,0
5685,1650,1650,0,0
5686,1650,1650,0,0
5687,108,108,0,0
5688,1650,1650,0,0
5689,1650,1650,0,0
5690,1650,1650,0,0
5691,1650,1650,0,0
5692,1687,1687,0,0
5693,107,107,0,0
5694,1650,1650,0,0
5695,1650,1650,0,0
5696,1650,1650,0,0
5697,108,108,0,0
5698,690,690,0,0
5699,1650,1650,0,0
5700,1650,1650,0,0
5701,1650,1650,0,0
5702,690,690,0,0
5703,1650,1650,0,0
5704,108,108,0,0
5705,690,690,0,0
5706,108,108,0,0
5707,108,108,0,0
5708,108,108,0,0
5709,108,108,0,0
5710,668,668,0,0
5711,668,668,0,0
5712,668,668,0,0
5713,668,668,0,0
5714,668,668,0,0
5715,668,668,0,0
5716,668,668,0,0
5717,668,668,0,0
5718,668,668,0,0
5719,668,668,0,0
5720,668,668,0,0
5721,668,668,0,0
5722,668,668,0,0
5723,668,668,0,0
5724,668,668,0,0
5725,668,668,0,0
5726,668,668,0,0
5727,668,668,0,0
5728,1687,1687,0,0
5729,1687,1687,0,0
5730,1687,1687,0,0
5731,1687,1687,0,0
5732,1687,1687,0,0
5733,1685,1685,0,0
5734,357,357,0,0
5735,1687,1687,0,0
5736,668,668,0,0
5737,1687,1687,0,0
5738,1687,1687,0,0
5739,1687,1687,0,0
5740,668,668,0,0
5741,668,668,0,0
5742,1687,1687,0,0
