agent_id,origin_nid,destin_nid,hour,quarter
312,1675,1675,0,0
313,1675,1675,0,0
314,1675,1675,0,0
315,1675,1675,0,0
316,1675,1675,0,0
317,1675,1675,0,0
318,1612,1612,0,0
319,1612,1612,0,0
320,1615,1615,0,0
321,36,36,0,0
322,402,402,0,0
323,402,402,0,0
324,1677,1677,0,0
325,1676,1676,0,0
326,1676,1676,0,0
327,1675,1675,0,0
328,1675,1675,0,0
329,1615,1615,0,0
330,1615,1615,0,0
331,1612,1612,0,0
332,1614,1614,0,0
333,1615,1615,0,0
334,1615,1615,0,0
335,1615,1615,0,0
336,1615,1615,0,0
337,1615,1615,0,0
338,503,503,0,0
339,675,675,0,0
340,675,675,0,0
341,675,675,0,0
342,1615,1615,0,0
343,1615,1615,0,0
344,1615,1615,0,0
345,1615,1615,0,0
346,1615,1615,0,0
347,1615,1615,0,0
348,1615,1615,0,0
349,503,503,0,0
350,503,503,0,0
351,675,675,0,0
352,503,503,0,0
353,503,503,0,0
354,503,503,0,0
355,503,503,0,0
356,1676,1676,0,0
357,1676,1676,0,0
358,1677,1677,0,0
359,1677,1677,0,0
360,1677,1677,0,0
361,1677,1677,0,0
362,1677,1677,0,0
363,1677,1677,0,0
364,35,35,0,0
365,1215,1215,0,0
366,1215,1215,0,0
367,34,34,0,0
368,232,232,0,0
369,586,586,0,0
370,232,232,0,0
371,586,586,0,0
372,232,232,0,0
373,34,34,0,0
374,35,35,0,0
375,586,586,0,0
376,34,34,0,0
377,35,35,0,0
378,34,34,0,0
379,232,232,0,0
380,567,567,0,0
381,567,567,0,0
382,33,33,0,0
383,585,585,0,0
384,32,32,0,0
385,585,585,0,0
386,585,585,0,0
387,33,33,0,0
388,567,567,0,0
389,33,33,0,0
390,567,567,0,0
391,567,567,0,0
392,32,32,0,0
393,32,32,0,0
394,32,32,0,0
395,32,32,0,0
396,33,33,0,0
397,33,33,0,0
398,567,567,0,0
399,585,585,0,0
400,585,585,0,0
401,2071,2071,0,0
402,566,566,0,0
403,585,585,0,0
404,2071,2071,0,0
405,567,567,0,0
406,567,567,0,0
407,567,567,0,0
408,585,585,0,0
409,566,566,0,0
410,2071,2071,0,0
411,567,567,0,0
412,566,566,0,0
413,566,566,0,0
414,567,567,0,0
415,2071,2071,0,0
416,566,566,0,0
417,566,566,0,0
418,566,566,0,0
419,585,585,0,0
420,585,585,0,0
421,585,585,0,0
422,566,566,0,0
423,680,680,0,0
424,586,586,0,0
425,566,566,0,0
426,586,586,0,0
427,567,567,0,0
428,566,566,0,0
429,586,586,0,0
430,566,566,0,0
431,586,586,0,0
432,567,567,0,0
433,567,567,0,0
434,567,567,0,0
435,567,567,0,0
436,567,567,0,0
437,680,680,0,0
438,680,680,0,0
439,680,680,0,0
440,231,231,0,0
441,586,586,0,0
442,231,231,0,0
443,231,231,0,0
444,680,680,0,0
445,680,680,0,0
446,232,232,0,0
447,586,586,0,0
448,586,586,0,0
449,586,586,0,0
450,586,586,0,0
451,586,586,0,0
452,232,232,0,0
453,680,680,0,0
454,231,231,0,0
455,231,231,0,0
456,231,231,0,0
457,2068,2068,0,0
458,232,232,0,0
459,2068,2068,0,0
460,2068,2068,0,0
461,232,232,0,0
462,232,232,0,0
463,232,232,0,0
464,232,232,0,0
465,401,401,0,0
466,231,231,0,0
467,401,401,0,0
468,401,401,0,0
469,231,231,0,0
470,231,231,0,0
471,2068,2068,0,0
472,1599,1599,0,0
473,1599,1599,0,0
474,1616,1616,0,0
475,401,401,0,0
476,1599,1599,0,0
477,1599,1599,0,0
478,1614,1614,0,0
479,1613,1613,0,0
480,1613,1613,0,0
481,1614,1614,0,0
482,1613,1613,0,0
483,1616,1616,0,0
484,1791,1791,0,0
485,1791,1791,0,0
486,1614,1614,0,0
487,1776,1776,0,0
488,503,503,0,0
489,2078,2078,0,0
490,2078,2078,0,0
491,1599,1599,0,0
492,1616,1616,0,0
493,1776,1776,0,0
494,1613,1613,0,0
495,1614,1614,0,0
496,2078,2078,0,0
497,1613,1613,0,0
498,1599,1599,0,0
499,1776,1776,0,0
500,1791,1791,0,0
501,1614,1614,0,0
502,1613,1613,0,0
503,1599,1599,0,0
504,1613,1613,0,0
505,1776,1776,0,0
506,401,401,0,0
507,401,401,0,0
508,1599,1599,0,0
509,1599,1599,0,0
510,1599,1599,0,0
511,2078,2078,0,0
512,2078,2078,0,0
513,1776,1776,0,0
514,1599,1599,0,0
515,1613,1613,0,0
516,1791,1791,0,0
517,1613,1613,0,0
518,1791,1791,0,0
519,1614,1614,0,0
520,1776,1776,0,0
521,1776,1776,0,0
522,503,503,0,0
523,372,372,0,0
524,503,503,0,0
525,1614,1614,0,0
526,1613,1613,0,0
527,146,146,0,0
528,147,147,0,0
529,147,147,0,0
530,566,566,0,0
531,680,680,0,0
532,566,566,0,0
533,566,566,0,0
534,566,566,0,0
535,146,146,0,0
536,146,146,0,0
537,147,147,0,0
538,147,147,0,0
539,231,231,0,0
540,148,148,0,0
541,148,148,0,0
542,148,148,0,0
543,680,680,0,0
544,680,680,0,0
545,680,680,0,0
546,147,147,0,0
547,231,231,0,0
548,231,231,0,0
549,148,148,0,0
550,231,231,0,0
551,231,231,0,0
552,149,149,0,0
553,231,231,0,0
554,231,231,0,0
555,231,231,0,0
556,148,148,0,0
557,2068,2068,0,0
558,149,149,0,0
559,148,148,0,0
560,2068,2068,0,0
561,149,149,0,0
562,2078,2078,0,0
563,149,149,0,0
564,150,150,0,0
565,2068,2068,0,0
566,751,751,0,0
567,149,149,0,0
568,751,751,0,0
569,751,751,0,0
570,2078,2078,0,0
571,149,149,0,0
572,150,150,0,0
573,150,150,0,0
574,609,609,0,0
575,609,609,0,0
576,609,609,0,0
577,151,151,0,0
578,151,151,0,0
579,609,609,0,0
580,2078,2078,0,0
581,2078,2078,0,0
582,609,609,0,0
583,150,150,0,0
584,150,150,0,0
585,150,150,0,0
586,150,150,0,0
587,2078,2078,0,0
588,2078,2078,0,0
589,609,609,0,0
590,609,609,0,0
591,609,609,0,0
592,372,372,0,0
593,152,152,0,0
594,609,609,0,0
595,152,152,0,0
596,372,372,0,0
597,609,609,0,0
598,609,609,0,0
599,372,372,0,0
600,609,609,0,0
601,372,372,0,0
602,372,372,0,0
603,372,372,0,0
604,152,152,0,0
605,609,609,0,0
606,609,609,0,0
607,1791,1791,0,0
608,152,152,0,0
609,372,372,0,0
610,1776,1776,0,0
611,1776,1776,0,0
612,1788,1788,0,0
613,372,372,0,0
614,372,372,0,0
615,372,372,0,0
616,372,372,0,0
617,372,372,0,0
618,372,372,0,0
619,372,372,0,0
620,1776,1776,0,0
621,1776,1776,0,0
622,1788,1788,0,0
623,1788,1788,0,0
624,565,565,0,0
625,147,147,0,0
626,565,565,0,0
627,666,666,0,0
628,666,666,0,0
629,146,146,0,0
630,146,146,0,0
631,666,666,0,0
632,666,666,0,0
633,146,146,0,0
634,146,146,0,0
635,147,147,0,0
636,565,565,0,0
637,666,666,0,0
638,666,666,0,0
639,147,147,0,0
640,230,230,0,0
641,147,147,0,0
642,230,230,0,0
643,147,147,0,0
644,147,147,0,0
645,666,666,0,0
646,148,148,0,0
647,666,666,0,0
648,148,148,0,0
649,230,230,0,0
650,230,230,0,0
651,400,400,0,0
652,400,400,0,0
653,400,400,0,0
654,148,148,0,0
655,148,148,0,0
656,148,148,0,0
657,230,230,0,0
658,149,149,0,0
659,148,148,0,0
660,230,230,0,0
661,149,149,0,0
662,400,400,0,0
663,149,149,0,0
664,150,150,0,0
665,400,400,0,0
666,150,150,0,0
667,400,400,0,0
668,150,150,0,0
669,507,507,0,0
670,149,149,0,0
671,507,507,0,0
672,149,149,0,0
673,149,149,0,0
674,149,149,0,0
675,507,507,0,0
676,507,507,0,0
677,507,507,0,0
678,151,151,0,0
679,507,507,0,0
680,608,608,0,0
681,151,151,0,0
682,608,608,0,0
683,150,150,0,0
684,150,150,0,0
685,150,150,0,0
686,608,608,0,0
687,608,608,0,0
688,150,150,0,0
689,150,150,0,0
690,507,507,0,0
691,608,608,0,0
692,152,152,0,0
693,608,608,0,0
694,151,151,0,0
695,151,151,0,0
696,151,151,0,0
697,151,151,0,0
698,151,151,0,0
699,152,152,0,0
700,608,608,0,0
701,152,152,0,0
702,152,152,0,0
703,152,152,0,0
704,1773,1773,0,0
705,152,152,0,0
706,152,152,0,0
707,1788,1788,0,0
708,152,152,0,0
709,152,152,0,0
710,152,152,0,0
711,152,152,0,0
712,152,152,0,0
713,1773,1773,0,0
714,1788,1788,0,0
715,1773,1773,0,0
716,1773,1773,0,0
717,565,565,0,0
718,564,564,0,0
719,564,564,0,0
720,564,564,0,0
721,204,204,0,0
722,204,204,0,0
723,565,565,0,0
724,203,203,0,0
725,203,203,0,0
726,565,565,0,0
727,565,565,0,0
728,580,580,0,0
729,580,580,0,0
730,565,565,0,0
731,565,565,0,0
732,666,666,0,0
733,564,564,0,0
734,666,666,0,0
735,564,564,0,0
736,666,666,0,0
737,580,580,0,0
738,580,580,0,0
739,230,230,0,0
740,229,229,0,0
741,580,580,0,0
742,229,229,0,0
743,229,229,0,0
744,666,666,0,0
745,666,666,0,0
746,666,666,0,0
747,666,666,0,0
748,230,230,0,0
749,580,580,0,0
750,666,666,0,0
751,230,230,0,0
752,580,580,0,0
753,229,229,0,0
754,230,230,0,0
755,400,400,0,0
756,229,229,0,0
757,400,400,0,0
758,399,399,0,0
759,230,230,0,0
760,230,230,0,0
761,399,399,0,0
762,230,230,0,0
763,400,400,0,0
764,229,229,0,0
765,399,399,0,0
766,399,399,0,0
767,507,507,0,0
768,399,399,0,0
769,506,506,0,0
770,507,507,0,0
771,399,399,0,0
772,506,506,0,0
773,400,400,0,0
774,400,400,0,0
775,506,506,0,0
776,506,506,0,0
777,506,506,0,0
778,400,400,0,0
779,400,400,0,0
780,400,400,0,0
781,506,506,0,0
782,608,608,0,0
783,581,581,0,0
784,507,507,0,0
785,507,507,0,0
786,507,507,0,0
787,581,581,0,0
788,507,507,0,0
789,507,507,0,0
790,608,608,0,0
791,506,506,0,0
792,608,608,0,0
793,581,581,0,0
794,581,581,0,0
795,608,608,0,0
796,608,608,0,0
797,581,581,0,0
798,608,608,0,0
799,581,581,0,0
800,608,608,0,0
801,581,581,0,0
802,608,608,0,0
803,608,608,0,0
804,608,608,0,0
805,581,581,0,0
806,608,608,0,0
807,581,581,0,0
808,608,608,0,0
809,750,750,0,0
810,750,750,0,0
811,750,750,0,0
812,750,750,0,0
813,750,750,0,0
814,750,750,0,0
815,608,608,0,0
816,750,750,0,0
817,1773,1773,0,0
818,750,750,0,0
819,1773,1773,0,0
820,750,750,0,0
821,203,203,0,0
822,335,335,0,0
823,203,203,0,0
824,203,203,0,0
825,564,564,0,0
826,335,335,0,0
827,203,203,0,0
828,564,564,0,0
829,335,335,0,0
830,335,335,0,0
831,335,335,0,0
832,336,336,0,0
833,336,336,0,0
834,564,564,0,0
835,564,564,0,0
836,580,580,0,0
837,335,335,0,0
838,580,580,0,0
839,564,564,0,0
840,564,564,0,0
841,335,335,0,0
842,580,580,0,0
843,336,336,0,0
844,336,336,0,0
845,229,229,0,0
846,336,336,0,0
847,228,228,0,0
848,228,228,0,0
849,580,580,0,0
850,228,228,0,0
851,580,580,0,0
852,336,336,0,0
853,229,229,0,0
854,336,336,0,0
855,580,580,0,0
856,580,580,0,0
857,228,228,0,0
858,228,228,0,0
859,228,228,0,0
860,399,399,0,0
861,337,337,0,0
862,228,228,0,0
863,399,399,0,0
864,337,337,0,0
865,229,229,0,0
866,399,399,0,0
867,337,337,0,0
868,229,229,0,0
869,229,229,0,0
870,229,229,0,0
871,337,337,0,0
872,338,338,0,0
873,338,338,0,0
874,399,399,0,0
875,399,399,0,0
876,399,399,0,0
877,337,337,0,0
878,506,506,0,0
879,337,337,0,0
880,506,506,0,0
881,337,337,0,0
882,338,338,0,0
883,338,338,0,0
884,506,506,0,0
885,581,581,0,0
886,338,338,0,0
887,339,339,0,0
888,506,506,0,0
889,506,506,0,0
890,581,581,0,0
891,338,338,0,0
892,506,506,0,0
893,506,506,0,0
894,506,506,0,0
895,339,339,0,0
896,339,339,0,0
897,339,339,0,0
898,339,339,0,0
899,581,581,0,0
900,581,581,0,0
901,339,339,0,0
902,581,581,0,0
903,581,581,0,0
904,581,581,0,0
905,581,581,0,0
906,339,339,0,0
907,581,581,0,0
908,581,581,0,0
909,339,339,0,0
910,581,581,0,0
911,339,339,0,0
912,2054,2054,0,0
913,2054,2054,0,0
914,2054,2054,0,0
915,2054,2054,0,0
916,581,581,0,0
917,2054,2054,0,0
918,1778,1778,0,0
919,750,750,0,0
920,2054,2054,0,0
921,750,750,0,0
922,2054,2054,0,0
923,750,750,0,0
924,1778,1778,0,0
925,563,563,0,0
926,335,335,0,0
927,335,335,0,0
928,708,708,0,0
929,708,708,0,0
930,708,708,0,0
931,335,335,0,0
932,708,708,0,0
933,563,563,0,0
934,563,563,0,0
935,335,335,0,0
936,563,563,0,0
937,563,563,0,0
938,336,336,0,0
939,709,709,0,0
940,335,335,0,0
941,336,336,0,0
942,563,563,0,0
943,336,336,0,0
944,335,335,0,0
945,335,335,0,0
946,709,709,0,0
947,709,709,0,0
948,709,709,0,0
949,709,709,0,0
950,228,228,0,0
951,336,336,0,0
952,709,709,0,0
953,227,227,0,0
954,227,227,0,0
955,227,227,0,0
956,336,336,0,0
957,709,709,0,0
958,228,228,0,0
959,227,227,0,0
960,336,336,0,0
961,227,227,0,0
962,398,398,0,0
963,228,228,0,0
964,228,228,0,0
965,228,228,0,0
966,227,227,0,0
967,337,337,0,0
968,337,337,0,0
969,227,227,0,0
970,337,337,0,0
971,398,398,0,0
972,398,398,0,0
973,505,505,0,0
974,397,397,0,0
975,505,505,0,0
976,398,398,0,0
977,398,398,0,0
978,505,505,0,0
979,505,505,0,0
980,338,338,0,0
981,398,398,0,0
982,337,337,0,0
983,398,398,0,0
984,338,338,0,0
985,398,398,0,0
986,337,337,0,0
987,398,398,0,0
988,338,338,0,0
989,398,398,0,0
990,338,338,0,0
991,398,398,0,0
992,398,398,0,0
993,397,397,0,0
994,505,505,0,0
995,607,607,0,0
996,505,505,0,0
997,607,607,0,0
998,1766,1766,0,0
999,338,338,0,0
1000,338,338,0,0
1001,339,339,0,0
1002,338,338,0,0
1003,338,338,0,0
1004,607,607,0,0
1005,607,607,0,0
1006,607,607,0,0
1007,505,505,0,0
1008,1766,1766,0,0
1009,1766,1766,0,0
1010,338,338,0,0
1011,338,338,0,0
1012,339,339,0,0
1013,607,607,0,0
1014,607,607,0,0
1015,607,607,0,0
1016,505,505,0,0
1017,607,607,0,0
1018,505,505,0,0
1019,1766,1766,0,0
1020,339,339,0,0
1021,607,607,0,0
1022,710,710,0,0
1023,607,607,0,0
1024,339,339,0,0
1025,710,710,0,0
1026,710,710,0,0
1027,339,339,0,0
1028,339,339,0,0
1029,607,607,0,0
1030,339,339,0,0
1031,607,607,0,0
1032,339,339,0,0
1033,710,710,0,0
1034,710,710,0,0
1035,710,710,0,0
1036,710,710,0,0
1037,710,710,0,0
1038,710,710,0,0
1039,1778,1778,0,0
1040,710,710,0,0
1041,1778,1778,0,0
1042,710,710,0,0
1043,708,708,0,0
1044,562,562,0,0
1045,708,708,0,0
1046,708,708,0,0
1047,563,563,0,0
1048,708,708,0,0
1049,708,708,0,0
1050,562,562,0,0
1051,562,562,0,0
1052,562,562,0,0
1053,709,709,0,0
1054,562,562,0,0
1055,563,563,0,0
1056,709,709,0,0
1057,562,562,0,0
1058,709,709,0,0
1059,563,563,0,0
1060,709,709,0,0
1061,562,562,0,0
1062,562,562,0,0
1063,709,709,0,0
1064,563,563,0,0
1065,563,563,0,0
1066,563,563,0,0
1067,698,698,0,0
1068,605,605,0,0
1069,594,594,0,0
1070,594,594,0,0
1071,698,698,0,0
1072,1761,1761,0,0
1073,1761,1761,0,0
1074,1761,1761,0,0
1075,1572,1572,0,0
1076,1572,1572,0,0
1077,96,96,0,0
1078,96,96,0,0
1079,117,117,0,0
1080,253,253,0,0
1081,253,253,0,0
1082,1761,1761,0,0
1083,117,117,0,0
1084,1569,1569,0,0
1085,1569,1569,0,0
1086,2016,2016,0,0
1087,2016,2016,0,0
1088,1761,1761,0,0
1089,252,252,0,0
1090,253,253,0,0
1091,252,252,0,0
1092,1761,1761,0,0
1093,253,253,0,0
1094,1761,1761,0,0
1095,1149,1149,0,0
1096,1761,1761,0,0
1097,2016,2016,0,0
1098,1761,1761,0,0
1099,605,605,0,0
1100,253,253,0,0
1101,1761,1761,0,0
1102,253,253,0,0
1103,2016,2016,0,0
1104,1761,1761,0,0
1105,253,253,0,0
1106,699,699,0,0
1107,594,594,0,0
1108,1149,1149,0,0
1109,1761,1761,0,0
1110,1761,1761,0,0
1111,1761,1761,0,0
1112,252,252,0,0
1113,1572,1572,0,0
1114,253,253,0,0
1115,605,605,0,0
1116,699,699,0,0
1117,605,605,0,0
1118,96,96,0,0
1119,1572,1572,0,0
1120,1569,1569,0,0
1121,253,253,0,0
1122,1761,1761,0,0
1123,252,252,0,0
1124,1569,1569,0,0
1125,1569,1569,0,0
1126,1569,1569,0,0
1127,2016,2016,0,0
1128,1571,1571,0,0
1129,1569,1569,0,0
1130,1571,1571,0,0
1131,1570,1570,0,0
1132,1572,1572,0,0
1133,96,96,0,0
1134,1572,1572,0,0
1135,1569,1569,0,0
1136,1572,1572,0,0
1137,96,96,0,0
1138,1572,1572,0,0
1139,96,96,0,0
1140,96,96,0,0
1141,594,594,0,0
1142,594,594,0,0
1143,1572,1572,0,0
1144,1572,1572,0,0
1145,1572,1572,0,0
1146,605,605,0,0
1147,1149,1149,0,0
1148,605,605,0,0
1149,117,117,0,0
1150,1761,1761,0,0
1151,253,253,0,0
1152,1761,1761,0,0
1153,605,605,0,0
1154,252,252,0,0
1155,1572,1572,0,0
1156,1569,1569,0,0
1157,594,594,0,0
1158,1761,1761,0,0
1159,1572,1572,0,0
1160,1569,1569,0,0
1161,1761,1761,0,0
1162,1149,1149,0,0
1163,594,594,0,0
1164,1149,1149,0,0
1165,605,605,0,0
1166,605,605,0,0
1167,1761,1761,0,0
1168,605,605,0,0
1169,1761,1761,0,0
1170,1761,1761,0,0
1171,1761,1761,0,0
1172,605,605,0,0
1173,605,605,0,0
1174,1761,1761,0,0
1175,605,605,0,0
1176,1761,1761,0,0
1177,1761,1761,0,0
1178,699,699,0,0
1179,605,605,0,0
1180,1761,1761,0,0
1181,1761,1761,0,0
1182,605,605,0,0
1183,253,253,0,0
1184,699,699,0,0
1185,1761,1761,0,0
1186,253,253,0,0
1187,117,117,0,0
1188,1761,1761,0,0
1189,605,605,0,0
1190,253,253,0,0
1191,253,253,0,0
1192,117,117,0,0
1193,253,253,0,0
1194,117,117,0,0
1195,253,253,0,0
1196,253,253,0,0
1197,252,252,0,0
1198,253,253,0,0
1199,1570,1570,0,0
1200,983,983,0,0
1201,1773,1773,0,0
1202,10,10,0,0
1203,251,251,0,0
1204,250,250,0,0
1205,9,9,0,0
1206,1867,1867,0,0
1207,1776,1776,0,0
1208,1867,1867,0,0
1209,699,699,0,0
1210,675,675,0,0
1211,675,675,0,0
1212,675,675,0,0
1213,117,117,0,0
1214,675,675,0,0
1215,1867,1867,0,0
1216,10,10,0,0
1217,10,10,0,0
1218,252,252,0,0
1219,699,699,0,0
1220,117,117,0,0
1221,251,251,0,0
1222,250,250,0,0
1223,251,251,0,0
1224,117,117,0,0
1225,252,252,0,0
1226,252,252,0,0
1227,9,9,0,0
1228,982,982,0,0
1229,10,10,0,0
1230,250,250,0,0
1231,251,251,0,0
1232,10,10,0,0
1233,10,10,0,0
1234,252,252,0,0
1235,675,675,0,0
1236,503,503,0,0
1237,1788,1788,0,0
1238,251,251,0,0
1239,10,10,0,0
1240,1867,1867,0,0
1241,251,251,0,0
1242,252,252,0,0
1243,503,503,0,0
1244,9,9,0,0
1245,9,9,0,0
1246,252,252,0,0
1247,10,10,0,0
1248,251,251,0,0
1249,251,251,0,0
1250,117,117,0,0
1251,503,503,0,0
1252,252,252,0,0
1253,10,10,0,0
1254,1788,1788,0,0
1255,1788,1788,0,0
1256,251,251,0,0
1257,10,10,0,0
1258,9,9,0,0
1259,9,9,0,0
1260,503,503,0,0
1261,252,252,0,0
1262,503,503,0,0
1263,117,117,0,0
1264,252,252,0,0
1265,9,9,0,0
1266,699,699,0,0
1267,675,675,0,0
1268,117,117,0,0
1269,675,675,0,0
1270,117,117,0,0
1271,675,675,0,0
1272,9,9,0,0
1273,117,117,0,0
1274,503,503,0,0
1275,252,252,0,0
1276,10,10,0,0
1277,503,503,0,0
1278,9,9,0,0
1279,117,117,0,0
1280,252,252,0,0
1281,675,675,0,0
1282,675,675,0,0
1283,10,10,0,0
1284,10,10,0,0
1285,251,251,0,0
1286,985,985,0,0
1287,985,985,0,0
1288,117,117,0,0
1289,503,503,0,0
1290,252,252,0,0
1291,9,9,0,0
1292,9,9,0,0
1293,10,10,0,0
1294,10,10,0,0
1295,984,984,0,0
1296,1776,1776,0,0
1297,1867,1867,0,0
1298,251,251,0,0
1299,10,10,0,0
1300,503,503,0,0
1301,9,9,0,0
1302,9,9,0,0
1303,252,252,0,0
1304,10,10,0,0
1305,252,252,0,0
