start_nid,end_nid,link_type,length,lanes,maxspeed,geometry,maxmph,fft,link_id
1631,1630,service,43.239,1,25,"LINESTRING(-122.2492936 37.7640694, -122.2495215 37.7637248)",25,3.8697426973275326,1301
1653,1654,service,43.299,1,25,"LINESTRING(-122.2739336 37.7771728, -122.2739222 37.777562)",25,3.8751124922311995,1302
1654,1653,service,43.299,1,25,"LINESTRING(-122.2739222 37.777562, -122.2739336 37.7771728)",25,3.8751124922311995,1303
510,653,secondary,43.306,1,25,"LINESTRING(-122.2679525 37.7749679, -122.2684446 37.7749875)",25,3.8757389683032937,1304
653,510,secondary,43.306,1,25,"LINESTRING(-122.2684446 37.7749875, -122.2679525 37.7749679)",25,3.8757389683032937,1305
1939,1317,service,43.34,1,25,"LINESTRING(-122.279353475 37.769205575, -122.2798638 37.7691023)",25,3.878781852082039,1306
1317,1939,service,43.34,1,25,"LINESTRING(-122.2798638 37.7691023, -122.279353475 37.769205575)",25,3.878781852082039,1307
1022,1024,service,43.423,1,25,"LINESTRING(-122.2794627 37.7769086, -122.2794465 37.7772989)",25,3.8862100683654446,1308
1024,1022,service,43.423,1,25,"LINESTRING(-122.2794465 37.7772989, -122.2794627 37.7769086)",25,3.8862100683654446,1309
903,904,unclassified,26.056,1,15,"LINESTRING(-122.2787273 37.7801629, -122.2787228 37.7803972)",15,3.8865382224984466,1310
904,903,unclassified,26.056,1,15,"LINESTRING(-122.2787228 37.7803972, -122.2787273 37.7801629)",15,3.8865382224984466,1311
315,65,residential,43.475,1,25,"LINESTRING(-122.2295165 37.7636122, -122.230011 37.7636188)",25,3.8908638906152895,1312
65,315,residential,43.475,1,25,"LINESTRING(-122.230011 37.7636188, -122.2295165 37.7636122)",25,3.8908638906152895,1313
816,838,residential,43.577,1,25,"LINESTRING(-122.2877274 37.7844245, -122.2882232 37.784431)",25,3.8999925419515225,1314
838,816,residential,43.577,1,25,"LINESTRING(-122.2882232 37.784431, -122.2877274 37.7844245)",25,3.8999925419515225,1315
1834,937,tertiary,43.58,2,25,"LINESTRING(-122.27321813333333 37.782560366666665, -122.272705 37.7825127)",25,3.900261031696706,1316
1651,2014,service,43.593,1,25,"LINESTRING(-122.2467377 37.7694522, -122.247038075 37.7691351)",25,3.9014244872591677,1317
2014,1651,service,43.593,1,25,"LINESTRING(-122.247038075 37.7691351, -122.2467377 37.7694522)",25,3.9014244872591677,1318
1660,1661,service,43.617,1,25,"LINESTRING(-122.225254 37.7594856, -122.2257477 37.7595022)",25,3.903572405220634,1319
1661,1660,service,43.617,1,25,"LINESTRING(-122.2257477 37.7595022, -122.225254 37.7594856)",25,3.903572405220634,1320
763,736,residential,43.693000000000005,1,25,"LINESTRING(-122.2930943 37.7877435, -122.2931844999999953 37.7877997000000008, -122.2932540000000046 37.7878305999999995, -122.2933290999999940 37.7878460000000018, -122.2934067000000056 37.7878442000000021, -122.2935452 37.7878073)",25,3.910374145431946,1321
736,763,residential,43.693000000000005,1,25,"LINESTRING(-122.2935452 37.7878073, -122.2934764999999970 37.7878334999999979, -122.2934067000000056 37.7878442000000021, -122.2933290999999940 37.7878460000000018, -122.2932540000000046 37.7878305999999995, -122.2930943 37.7877435)",25,3.910374145431946,1322
1827,68,tertiary,43.702,1,25,"LINESTRING(-122.27661325 37.7880856, -122.2765930999999995 37.7880028000000010, -122.2765890999999954 37.7879891999999984, -122.2765509000000037 37.7879124999999974, -122.2765200999999990 37.7878631999999968, -122.2764930999999962 37.7878201999999987, -122.2764118 37.7876747)",25,3.9111796146674953,1323
68,1827,tertiary,43.702,1,25,"LINESTRING(-122.2764118 37.7876747, -122.2764477999999997 37.7877478999999994, -122.2764930999999962 37.7878201999999987, -122.2765200999999990 37.7878631999999968, -122.2765509000000037 37.7879124999999974, -122.2765890999999954 37.7879891999999984, -122.27661325 37.7880856)",25,3.9111796146674953,1324
1939,1938,service,43.727,1,25,"LINESTRING(-122.279353475 37.769205575, -122.27939033333332 37.76863856666667)",25,3.913417029,1325
1938,1939,service,43.727,1,25,"LINESTRING(-122.27939033333332 37.76863856666667, -122.279353475 37.769205575)",25,3.913417029,1326
431,1988,residential,43.76199999999999,1,25,"LINESTRING(-122.2395501 37.7681301, -122.2396466000000004 37.7681761999999992, -122.2396997000000027 37.7681988000000004, -122.23991653333333 37.7684269)",25,3.9165494095711617,1327
1988,431,residential,43.762,1,25,"LINESTRING(-122.23991653333333 37.7684269, -122.2399355999999955 37.7682993000000025, -122.2396997000000027 37.7681988000000004, -122.2395501 37.7681301)",25,3.9165494095711626,1328
1642,2006,service,43.787,1,25,"LINESTRING(-122.2445555 37.771415, -122.2448085999999989 37.7715361999999999, -122.24500420000001 37.771617500000005)",25,3.9187868241143566,1329
2006,1642,service,43.787000000000006,1,25,"LINESTRING(-122.24500420000001 37.771617500000005, -122.2448997000000048 37.7715525999999997, -122.2445555 37.771415)",25,3.9187868241143575,1330
420,165,tertiary,43.800000000000004,3,25,"LINESTRING(-122.2585968 37.7763634, -122.2586833999999953 37.7763874999999985, -122.2590702 37.7764863)",25,3.9199502796768186,1331
165,420,tertiary,43.800000000000004,3,25,"LINESTRING(-122.2590702 37.7764863, -122.2588322000000005 37.7764280999999968, -122.2585968 37.7763634)",25,3.9199502796768186,1332
942,1841,service,43.818,1,25,"LINESTRING(-122.2515588 37.7548214, -122.25119336666667 37.75516233333333)",25,3.921561218147918,1333
1841,942,service,43.818,1,25,"LINESTRING(-122.25119336666667 37.75516233333333, -122.2515588 37.7548214)",25,3.921561218147918,1334
1969,1405,service,43.893,1,25,"LINESTRING(-122.27742411666668 37.77727578333333, -122.2773270999999937 37.7774720000000030, -122.2775075 37.7776591)",25,3.928273461777502,1335
1405,1969,service,43.89300000000001,1,25,"LINESTRING(-122.2775075 37.7776591, -122.2773243999999977 37.7776532999999972, -122.27742411666668 37.77727578333333)",25,3.9282734617775024,1336
329,328,tertiary,43.907,4,25,"LINESTRING(-122.286146 37.7695705, -122.2861276 37.7699651)",25,3.9295264139216903,1337
328,329,tertiary,43.907,4,25,"LINESTRING(-122.2861276 37.7699651, -122.286146 37.7695705)",25,3.9295264139216903,1338
1765,1134,primary,43.926,5,25,"LINESTRING(-122.27654333333334 37.7796946, -122.2765564000000040 37.7795260999999982, -122.2765583000000049 37.7794997000000023, -122.2765689000000009 37.7793171000000001, -122.2765725 37.7792352)",25,3.931226848974519,1339
1134,1765,primary,43.926,5,25,"LINESTRING(-122.2765725 37.7792352, -122.2765700000000066 37.7792980999999983, -122.2765689000000009 37.7793171000000001, -122.2765583000000049 37.7794997000000023, -122.27654333333334 37.7796946)",25,3.931226848974519,1340
1650,1649,service,43.996,1,25,"LINESTRING(-122.2498662 37.766588, -122.250095 37.7662361)",25,3.9374916096954635,1341
1649,1650,service,43.996,1,25,"LINESTRING(-122.250095 37.7662361, -122.2498662 37.766588)",25,3.9374916096954635,1342
1830,1827,tertiary,44.001,3,25,"LINESTRING(-122.27673200000001 37.788529600000004, -122.2766227000000043 37.7884461000000016, -122.27661325 37.7880856)",25,3.937939092604102,1343
1827,1830,tertiary,44.001,3,25,"LINESTRING(-122.27661325 37.7880856, -122.2766156999999936 37.7882321000000019, -122.27673200000001 37.788529600000004)",25,3.937939092604102,1344
152,372,service,44.016,1,25,"LINESTRING(-122.2325114 37.7540532, -122.2321807 37.7543504)",25,3.939281541330019,1345
372,152,service,44.016,1,25,"LINESTRING(-122.2321807 37.7543504, -122.2325114 37.7540532)",25,3.939281541330019,1346
2017,2025,residential,44.024,1,25,"LINESTRING(-122.27826160000001 37.78972815, -122.27853139999999 37.78930535)",25,3.9399975139838412,1347
2025,2017,residential,44.024,1,25,"LINESTRING(-122.27853139999999 37.78930535, -122.27826160000001 37.78972815)",25,3.9399975139838412,1348
1881,1647,residential,44.073,1,25,"LINESTRING(-122.252397 37.7780875, -122.2520057 37.7778271)",25,3.9443828464885025,1349
1647,1881,residential,44.073,1,25,"LINESTRING(-122.2520057 37.7778271, -122.252397 37.7780875)",25,3.9443828464885025,1350
347,249,tertiary,44.144,1,25,"LINESTRING(-122.2685593 37.7731096, -122.2684658000000013 37.7731058000000033, -122.2680577 37.7730895)",25,3.9507371037911745,1351
249,347,tertiary,44.144,1,25,"LINESTRING(-122.2680577 37.7730895, -122.2682120999999995 37.7730956999999989, -122.2685593 37.7731096)",25,3.9507371037911745,1352
894,895,residential,44.147000000000006,1,25,"LINESTRING(-122.2840274 37.782584, -122.2840882999999934 37.7825848000000022, -122.2841262000000029 37.7825780000000009, -122.2841561999999982 37.7825671000000014, -122.2841805000000051 37.7825537000000011, -122.2842038999999943 37.7825349000000017, -122.2842238000000066 37.7825107000000031, -122.2842375000000033 37.7824815000000029, -122.2842425999999989 37.7824523000000028, -122.2842404000000016 37.7824264999999997, -122.2842293000000069 37.7823958000000033, -122.2842131000000023 37.7823720000000023, -122.2841982999999999 37.7823569000000035, -122.2841491 37.7823277)",25,3.9510055935363586,1353
922,1372,service,44.154,1,25,"LINESTRING(-122.2941689 37.7847007, -122.2946709 37.7847173)",25,3.951632069608453,1354
1372,922,service,44.154,1,25,"LINESTRING(-122.2946709 37.7847173, -122.2941689 37.7847007)",25,3.951632069608453,1355
88,791,residential,44.157,1,25,"LINESTRING(-122.2558398 37.7752269, -122.2556031 37.7755771)",25,3.9519005593536356,1356
791,88,residential,44.157,1,25,"LINESTRING(-122.2556031 37.7755771, -122.2558398 37.7752269)",25,3.9519005593536356,1357
860,811,residential,44.203999999999986,1,25,"LINESTRING(-122.2881961 37.7823718, -122.2881550999999973 37.7823849999999979, -122.2881210999999979 37.7824054000000018, -122.2880951000000067 37.7824311999999978, -122.2880820999999969 37.7824529000000027, -122.2880731000000054 37.7824770000000001, -122.2880710999999962 37.7825097999999997, -122.2880770999999953 37.7825369999999978, -122.2880870999999985 37.7825587999999968, -122.2881021000000032 37.7825788999999972, -122.2881210999999979 37.7825962000000004, -122.2881421000000017 37.7826103000000018, -122.2881651000000005 37.7826211000000001, -122.2881900999999942 37.7826287999999977, -122.2882561 37.782634)",25,3.9561068986948404,1358
213,212,residential,44.208,1,25,"LINESTRING(-122.2837129 37.788458, -122.2837858999999980 37.7884791000000035, -122.2838732000000022 37.7884960000000021, -122.2839555000000047 37.7885054999999994, -122.2840436000000039 37.7885048999999995, -122.2842055 37.7884838)",25,3.9564648850217528,1359
212,213,residential,44.208,1,25,"LINESTRING(-122.2842055 37.7884838, -122.2841248999999948 37.7884967000000032, -122.2840436000000039 37.7885048999999995, -122.2839555000000047 37.7885054999999994, -122.2838732000000022 37.7884960000000021, -122.2837129 37.788458)",25,3.9564648850217528,1360
72,1068,residential,44.256,1,25,"LINESTRING(-122.2794267 37.7733925, -122.2789234 37.7733807)",25,3.9607607209446862,1361
1068,72,residential,44.256,1,25,"LINESTRING(-122.2789234 37.7733807, -122.2794267 37.7733925)",25,3.9607607209446862,1362
1111,1367,service,44.266000000000005,1,25,"LINESTRING(-122.29178 37.7892984, -122.2912965 37.7893858)",25,3.9616556867619646,1363
1367,1111,service,44.266000000000005,1,25,"LINESTRING(-122.2912965 37.7893858, -122.29178 37.7892984)",25,3.9616556867619646,1364
1048,1049,service,44.269,1,25,"LINESTRING(-122.28206 37.7769339, -122.2818936000000036 37.7769315000000034, -122.2817818 37.7771518)",25,3.9619241765071473,1365
1049,1048,service,44.269,1,25,"LINESTRING(-122.2817818 37.7771518, -122.2818857999999977 37.7771017000000029, -122.28206 37.7769339)",25,3.9619241765071473,1366
1094,1101,service,44.281,1,25,"LINESTRING(-122.2914194 37.7901067, -122.2915361 37.7904941)",25,3.9629981354878807,1367
1101,1094,service,44.281,1,25,"LINESTRING(-122.2915361 37.7904941, -122.2914194 37.7901067)",25,3.9629981354878807,1368
251,250,residential,44.403,1,25,"LINESTRING(-122.2297196 37.7531006, -122.2300931 37.7528318)",25,3.973916718,1369
250,251,residential,44.403,1,25,"LINESTRING(-122.2300931 37.7528318, -122.2297196 37.7531006)",25,3.973916718,1370
1036,1037,residential,44.416,1,25,"LINESTRING(-122.2390107 37.7712783, -122.2391204999999985 37.7713280999999981, -122.2393141000000014 37.7714156999999986, -122.2394527 37.7714713)",25,3.975080174021131,1371
1037,1036,residential,44.416000000000004,1,25,"LINESTRING(-122.2394527 37.7714713, -122.2394137999999941 37.7714591000000013, -122.2393141000000014 37.7714156999999986, -122.2390107 37.7712783)",25,3.9750801740211315,1372
1029,1041,service,44.436,1,25,"LINESTRING(-122.2501624 37.7756052, -122.2497166 37.7754167)",25,3.9768701056556868,1373
1041,1029,service,44.436,1,25,"LINESTRING(-122.2497166 37.7754167, -122.2501624 37.7756052)",25,3.9768701056556868,1374
1434,1433,service,44.502,1,25,"LINESTRING(-122.2801468 37.7722424, -122.2801427 37.7726426)",25,3.9827768800497205,1375
1974,602,primary,44.525999999999996,1,25,"LINESTRING(-122.27630975 37.7714302, -122.2763944999999950 37.7714320999999984, -122.2766555000000039 37.7714381999999986, -122.2768778 37.7714448)",25,3.984924798011187,1376
602,1974,primary,44.525999999999996,1,25,"LINESTRING(-122.2768778 37.7714448, -122.2767678999999958 37.7714415000000017, -122.2766555000000039 37.7714381999999986, -122.27630975 37.7714302)",25,3.984924798011187,1377
1,947,service,44.544,1,25,"LINESTRING(-122.2529058 37.7587196, -122.2526249 37.759053)",25,3.986535736482287,1378
947,1,service,44.544,1,25,"LINESTRING(-122.2526249 37.759053, -122.2529058 37.7587196)",25,3.986535736482287,1379
634,1914,residential,44.602,1,25,"LINESTRING(-122.2754628 37.7762204, -122.27615663333334 37.776238533333334)",25,3.9917265382224985,1380
1914,634,residential,44.602,1,25,"LINESTRING(-122.27615663333334 37.776238533333334, -122.2754628 37.7762204)",25,3.9917265382224985,1381
1724,1723,service,44.629,1,25,"LINESTRING(-122.2511435 37.7644311, -122.2513888 37.7640797)",25,3.9941429459291484,1382
1723,1724,service,44.629,1,25,"LINESTRING(-122.2513888 37.7640797, -122.2511435 37.7644311)",25,3.9941429459291484,1383
1571,96,secondary,44.639,1,25,"LINESTRING(-122.2263637 37.758129, -122.2264107999999965 37.7580803000000031, -122.2266894 37.7578211)",25,3.9950379117464268,1384
96,1571,secondary,44.639,1,25,"LINESTRING(-122.2266894 37.7578211, -122.2266364000000038 37.7578704000000016, -122.2263637 37.758129)",25,3.9950379117464268,1385
17,1427,residential,44.659,1,25,"LINESTRING(-122.2768413 37.7723877, -122.2763335 37.7723741)",25,3.996827843380982,1386
1427,17,residential,44.659,1,25,"LINESTRING(-122.2763335 37.7723741, -122.2768413 37.7723877)",25,3.996827843380982,1387
1581,1580,service,44.663,1,25,"LINESTRING(-122.2628313 37.7737826, -122.2633393 37.7737913)",25,3.997185829707893,1388
1580,1581,service,44.663,1,25,"LINESTRING(-122.2633393 37.7737913, -122.2628313 37.7737826)",25,3.997185829707893,1389
1410,1411,service,44.794,1,25,"LINESTRING(-122.277938 37.7766839, -122.2779513 37.7762812)",25,4.008909881914232,1390
1411,1410,service,44.794,1,25,"LINESTRING(-122.2779513 37.7762812, -122.277938 37.7766839)",25,4.008909881914232,1391
1475,791,service,44.796,1,25,"LINESTRING(-122.2551593 37.775379, -122.2556031 37.7755771)",25,4.009088875077688,1392
791,1475,service,44.796,1,25,"LINESTRING(-122.2556031 37.7755771, -122.2551593 37.775379)",25,4.009088875077688,1393
1047,1648,residential,44.804,1,25,"LINESTRING(-122.2526971 37.7776623, -122.2522505 37.777468)",25,4.009804847731511,1394
1648,1047,residential,44.804,1,25,"LINESTRING(-122.2522505 37.777468, -122.2526971 37.7776623)",25,4.009804847731511,1395
1324,1323,tertiary,44.814,1,25,"LINESTRING(-122.2867215 37.7688955, -122.2863655 37.769184)",25,4.010699813548788,1396
1323,1324,tertiary,44.814,1,25,"LINESTRING(-122.2863655 37.769184, -122.2867215 37.7688955)",25,4.010699813548788,1397
1487,1486,service,44.866,1,25,"LINESTRING(-122.2416444 37.7690442, -122.2413974 37.7693973)",25,4.015353635798633,1398
1234,1236,unclassified,45.006,1,25,"LINESTRING(-122.3069703 37.786172, -122.3064592 37.7861462)",25,4.027883157240522,1399
1236,1234,unclassified,45.006,1,25,"LINESTRING(-122.3064592 37.7861462, -122.3069703 37.786172)",25,4.027883157240522,1400
1168,45,tertiary,45.037,1,25,"LINESTRING(-122.3013102 37.7857518, -122.3007987 37.7857266)",25,4.030657551274083,1401
45,1168,tertiary,45.037,1,25,"LINESTRING(-122.3007987 37.7857266, -122.3013102 37.7857518)",25,4.030657551274083,1402
533,1326,primary,45.053999999999995,1,25,"LINESTRING(-122.2750724 37.7714002, -122.2755847 37.7714135)",25,4.0321789931634555,1403
1326,533,primary,45.053999999999995,1,25,"LINESTRING(-122.2755847 37.7714135, -122.2750724 37.7714002)",25,4.0321789931634555,1404
1047,1881,residential,45.17700000000001,1,25,"LINESTRING(-122.2526971 37.7776623, -122.252397 37.7780875)",25,4.043187072715973,1405
1881,1047,residential,45.17700000000001,1,25,"LINESTRING(-122.252397 37.7780875, -122.2526971 37.7776623)",25,4.043187072715973,1406
1539,1541,service,45.185,1,25,"LINESTRING(-122.2828202 37.7855847, -122.2823063 37.7855713)",25,4.043903045369795,1407
1541,1539,service,45.185,1,25,"LINESTRING(-122.2823063 37.7855713, -122.2828202 37.7855847)",25,4.043903045369795,1408
2016,1569,service,45.246,1,25,"LINESTRING(-122.2257463 37.75805725, -122.225335 37.757811)",25,4.049362337,1409
1569,2016,service,45.246,1,25,"LINESTRING(-122.225335 37.757811, -122.2257463 37.75805725)",25,4.049362337,1410
1745,2041,residential,45.283,1,25,"LINESTRING(-122.2819786 37.7900955, -122.2819800999999984 37.7901560000000032, -122.28198725 37.7905618)",25,4.052673710379118,1411
2041,1745,residential,45.283,1,25,"LINESTRING(-122.28198725 37.7905618, -122.2819841999999966 37.7903852000000029, -122.2819786 37.7900955)",25,4.052673710379118,1412
814,852,residential,45.299,1,25,"LINESTRING(-122.2838995 37.7843715, -122.2840089000000035 37.7843736000000021, -122.2844149 37.7843775)",25,4.054105655686762,1413
852,814,residential,45.29900000000001,1,25,"LINESTRING(-122.2844149 37.7843775, -122.2840348999999946 37.7843737999999973, -122.2838995 37.7843715)",25,4.0541056556867625,1414
1131,996,service,45.356,1,25,"LINESTRING(-122.2809917 37.7863085, -122.2815075 37.7863231)",25,4.059206960845246,1415
996,1131,service,45.356,1,25,"LINESTRING(-122.2815075 37.7863231, -122.2809917 37.7863085)",25,4.059206960845246,1416
1896,1253,service,45.417,1,25,"LINESTRING(-122.27585015 37.77863525, -122.2761342000000013 37.7785559000000006, -122.2762026 37.7783916)",25,4.064666252330641,1417
1253,1896,service,45.417,1,25,"LINESTRING(-122.2762026 37.7783916, -122.2762093000000050 37.7784923000000035, -122.27585015 37.77863525)",25,4.064666252330641,1418
1624,1625,service,45.454,1,25,"LINESTRING(-122.2257478 37.7628433, -122.2256435000000039 37.7628762000000009, -122.2256071999999989 37.7628835000000009, -122.2255672999999945 37.7628908000000010, -122.2254767999999956 37.7629230000000007, -122.2252779 37.7630097)",25,4.067977625854568,1419
1625,1624,service,45.454,1,25,"LINESTRING(-122.2252779 37.7630097, -122.2253670000000056 37.7629713999999979, -122.2254767999999956 37.7629230000000007, -122.2255672999999945 37.7628908000000010, -122.2256071999999989 37.7628835000000009, -122.2257478 37.7628433)",25,4.067977625854568,1420
167,273,tertiary,45.494,1,25,"LINESTRING(-122.2409655 37.7634234, -122.2405095 37.7632299)",25,4.071557489,1421
273,167,tertiary,45.494,1,25,"LINESTRING(-122.2405095 37.7632299, -122.2409655 37.7634234)",25,4.071557489,1422
277,987,service,45.513,1,25,"LINESTRING(-122.2334519 37.7505848, -122.2334347999999977 37.7504873999999973, -122.2334354000000047 37.7504181999999986, -122.2334737000000047 37.7503664999999984, -122.23364 37.7502445)",25,4.073257924176507,1423
987,277,service,45.513,1,25,"LINESTRING(-122.23364 37.7502445, -122.2335515000000044 37.7503293999999983, -122.2334737000000047 37.7503664999999984, -122.2334354000000047 37.7504181999999986, -122.2334519 37.7505848)",25,4.073257924176507,1424
1678,1679,service,45.537,1,25,"LINESTRING(-122.2514324 37.7623072, -122.2516777 37.7619465)",25,4.0754058421379735,1425
1679,1678,service,45.537,1,25,"LINESTRING(-122.2516777 37.7619465, -122.2514324 37.7623072)",25,4.0754058421379735,1426
1732,1731,residential,45.611999999999995,1,25,"LINESTRING(-122.2805413 37.7913779, -122.2804062000000016 37.7913625999999994, -122.2802314000000052 37.7913375999999985, -122.2800312 37.7913029)",25,4.082118085767557,1427
1731,1732,residential,45.612,1,25,"LINESTRING(-122.2800312 37.7913029, -122.2800505000000015 37.7913062000000011, -122.2802314000000052 37.7913375999999985, -122.2805413 37.7913779)",25,4.082118085767558,1428
1219,1217,unclassified,45.705,2,25,"LINESTRING(-122.3072144 37.7889931, -122.3066954 37.7889662)",25,4.090441267868241,1429
1217,1219,unclassified,45.705,2,25,"LINESTRING(-122.3066954 37.7889662, -122.3072144 37.7889931)",25,4.090441267868241,1430
534,840,residential,45.732,2,25,"LINESTRING(-122.2844721 37.7804538, -122.2839518 37.7804472)",25,4.0928576755748916,1431
840,534,residential,45.732,2,25,"LINESTRING(-122.2839518 37.7804472, -122.2844721 37.7804538)",25,4.0928576755748916,1432
733,2000,secondary,45.791,2,25,"LINESTRING(-122.2726964 37.7746973, -122.2726655000000022 37.7747943000000035, -122.2726662000000033 37.7748271000000031, -122.2726751000000007 37.7749160999999987, -122.2726914999999934 37.7749796000000018, -122.2728108 37.775103900000005)",25,4.098137974,1433
798,698,residential,45.83,1,25,"LINESTRING(-122.2264187 37.7588068, -122.2260287 37.7585333)",25,4.101628340584214,1434
698,798,residential,45.83,1,25,"LINESTRING(-122.2260287 37.7585333, -122.2264187 37.7588068)",25,4.101628340584214,1435
1525,1488,service,45.854,1,25,"LINESTRING(-122.2453051 37.7652775, -122.2450548 37.7656393)",25,4.103776258545681,1436
1969,413,residential,45.91,1,25,"LINESTRING(-122.27742411666668 37.77727578333333, -122.2766461 37.7772294)",25,4.108788067122436,1437
413,1969,residential,45.91,1,25,"LINESTRING(-122.2766461 37.7772294, -122.27742411666668 37.77727578333333)",25,4.108788067122436,1438
2,948,service,45.955,1,25,"LINESTRING(-122.2540019 37.7573818, -122.2539632999999952 37.7574411000000012, -122.2539093999999977 37.7575051000000030, -122.2537258 37.7577324)",25,4.112815413300186,1439
948,2,service,45.955,1,25,"LINESTRING(-122.2537258 37.7577324, -122.2538088000000016 37.7576285999999968, -122.2539093999999977 37.7575051000000030, -122.2540019 37.7573818)",25,4.112815413300186,1440
1467,1193,"['residential', 'service']",45.983000000000004,1,25,"LINESTRING(-122.2548737 37.7774387, -122.2545166 37.7775294)",25,4.115321317588565,1441
1193,1467,"['residential', 'service']",45.983000000000004,1,25,"LINESTRING(-122.2545166 37.7775294, -122.2548737 37.7774387)",25,4.115321317588565,1442
1819,976,service,45.994,1,25,"LINESTRING(-122.28309275000001 37.78469475, -122.2836168 37.7846594)",25,4.11630578,1443
976,1819,service,45.994,1,25,"LINESTRING(-122.2836168 37.7846594, -122.28309275000001 37.78469475)",25,4.11630578,1444
1401,1968,service,46.02,1,25,"LINESTRING(-122.2759089 37.7772116, -122.27588515 37.777658)",25,4.118632691112492,1445
1968,1401,service,46.02,1,25,"LINESTRING(-122.27588515 37.777658, -122.2759089 37.7772116)",25,4.118632691112492,1446
1839,0,service,46.028,1,25,"LINESTRING(-122.25232486666668 37.759311000000004, -122.2520465 37.759728)",25,4.119348663766314,1447
0,1839,service,46.028,1,25,"LINESTRING(-122.2520465 37.759728, -122.25232486666668 37.759311000000004)",25,4.119348663766314,1448
1130,1129,residential,46.036,1,25,"LINESTRING(-122.2537324 37.7781201, -122.2532719 37.7779228)",25,4.120064636420137,1449
1129,1130,residential,46.036,1,25,"LINESTRING(-122.2532719 37.7779228, -122.2537324 37.7781201)",25,4.120064636420137,1450
1532,2029,secondary,46.108999999999995,1,25,"LINESTRING(-122.2512561 37.759255, -122.2507483 37.75894965)",25,4.126597886886264,1451
1951,1364,service,46.108999999999995,1,25,"LINESTRING(-122.28676505 37.777158549999996, -122.2867155 37.7775722)",25,4.126597886886264,1452
1364,1951,service,46.108999999999995,1,25,"LINESTRING(-122.2867155 37.7775722, -122.28676505 37.777158549999996)",25,4.126597886886264,1453
2029,1532,secondary,46.108999999999995,1,25,"LINESTRING(-122.2507483 37.75894965, -122.2512561 37.759255)",25,4.126597886886264,1454
1946,1361,service,46.144999999999996,1,25,"LINESTRING(-122.30808005 37.78975775, -122.3080989999999986 37.7895040000000009, -122.3081169 37.7892578)",25,4.129819763828465,1455
1361,1946,service,46.144999999999996,1,25,"LINESTRING(-122.3081169 37.7892578, -122.3081100999999933 37.7893510000000035, -122.30808005 37.78975775)",25,4.129819763828465,1456
1605,1604,service,46.165,1,25,"LINESTRING(-122.2849785 37.7762671, -122.2849935 37.7758521)",25,4.131609695463021,1457
1604,1605,service,46.165,1,25,"LINESTRING(-122.2849935 37.7758521, -122.2849785 37.7762671)",25,4.131609695463021,1458
1062,1063,service,46.259,1,25,"LINESTRING(-122.2780104 37.7768475, -122.2779981 37.7772634)",25,4.140022374145432,1459
1063,1062,service,46.259,1,25,"LINESTRING(-122.2779981 37.7772634, -122.2780104 37.7768475)",25,4.140022374145432,1460
534,1929,residential,46.284,2,25,"LINESTRING(-122.2844721 37.7804538, -122.28449409999999 37.779980800000004)",25,4.1422597886886265,1461
1929,534,residential,46.284,2,25,"LINESTRING(-122.28449409999999 37.779980800000004, -122.2844721 37.7804538)",25,4.1422597886886265,1462
1597,1593,residential,46.314,2,25,"LINESTRING(-122.2959646 37.781855, -122.296003 37.7814396)",25,4.144944686,1463
1593,1597,residential,46.314,2,25,"LINESTRING(-122.296003 37.7814396, -122.2959646 37.781855)",25,4.144944686,1464
1336,102,residential,46.352000000000004,1,25,"LINESTRING(-122.2605384 37.7707801, -122.2606830000000002 37.7708437000000004, -122.2609545 37.7710313)",25,4.148345556246116,1465
102,1336,residential,46.352,1,25,"LINESTRING(-122.2609545 37.7710313, -122.2608223999999950 37.7709242000000032, -122.2605384 37.7707801)",25,4.148345556246116,1466
1149,594,secondary,46.367,1,25,"LINESTRING(-122.2276895 37.7569188, -122.2274941999999953 37.7570941000000033, -122.2273403 37.7572313)",25,4.149688004972032,1467
594,1149,secondary,46.367,1,25,"LINESTRING(-122.2273403 37.7572313, -122.2274007999999981 37.7571774000000033, -122.2276895 37.7569188)",25,4.149688004972032,1468
1607,1606,service,46.368,1,25,"LINESTRING(-122.2745219 37.7737803, -122.2745025 37.774197)",25,4.149777501553761,1469
1606,1607,service,46.368,1,25,"LINESTRING(-122.2745025 37.774197, -122.2745219 37.7737803)",25,4.149777501553761,1470
1918,1899,service,46.374,1,25,"LINESTRING(-122.3003504 37.787928199999996, -122.3003709000000043 37.7876846999999998, -122.3003843000000046 37.7876485999999971, -122.30064626666666 37.78757276666667)",25,4.150314481044127,1471
1899,1918,service,46.374,1,25,"LINESTRING(-122.30064626666666 37.78757276666667, -122.3004325999999935 37.7876380000000012, -122.3003843000000046 37.7876485999999971, -122.3003504 37.787928199999996)",25,4.150314481044127,1472
924,1633,service,46.382999999999996,1,25,"LINESTRING(-122.2935582 37.7791624, -122.294069 37.7790907)",25,4.151119950279677,1473
1633,924,service,46.382999999999996,1,25,"LINESTRING(-122.294069 37.7790907, -122.2935582 37.7791624)",25,4.151119950279677,1474
790,1455,tertiary,46.482,2,25,"LINESTRING(-122.2844339 37.7761673, -122.2848849 37.7763742)",25,4.159980111870727,1475
1226,2045,residential,46.559,1,25,"LINESTRING(-122.2963461 37.7862383, -122.29635525 37.7858192)",25,4.166871348663766,1476
